year,DISTRICT,ROUTE,COUNTY,PM,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
2020,10,205,SJ,8.127,"TRACY, MAC ARTHUR DR",8900,146000,107000,9600,144000,129800
2020,7,210,LA,0.843,"LOS ANGELES, YARNELL ST ",5000,87000,73000,4900,85000,71000
2020,7,210,LA,1.924,"LOS ANGELES, ROXFORD ST ",4900,85000,71000,4900,85000,71000
2020,7,210,LA,3.275,"LOS ANGELES, POLK ST ",4900,85000,71000,5700,98000,82000
2020,7,210,LA,4.11,"LOS ANGELES, HUBBARD ST ",5700,98000,82000,7000,121000,101000
2020,7,210,LA,4.936,"LOS ANGELES, MACLAY ST ",7000,121000,101000,7800,135000,113000
2020,7,210,LA,5.911,"LOS ANGELES, JCT. RTE. 118",7800,135000,113000,7700,134000,112000
2020,7,210,LA,7.822,"LOS ANGELES, OSBORNE ST/FOOTHILL BLVD ",7700,134000,112000,7300,127000,106000
2020,7,210,LA,9.444,"LOS ANGELES, WHEATLAND AVE ",7300,127000,106000,7500,131000,109000
2020,7,210,LA,11.084,"LOS ANGELES, SUNLAND BLVD ",7500,131000,109000,7200,125000,104000
2020,7,210,LA,14.173,"LOS ANGELES,LA TUNA CANYON ROAD ",7200,125000,104000,7600,132000,110000
2020,7,210,LA,15.619,"GLENDALE, LOWELL AVE ",7600,132000,110000,9300,162000,135000
2020,7,210,LA,16.773,"GLENDALE, PENNSYLVANIA AVE ",9300,162000,135000,9900,173000,144000
2020,7,210,LA,17.383,LA CRESCENTA AVE ,9900,173000,144000,11100,193000,161000
2020,7,210,LA,18.872,"LA CANADA-FLINTRIDGE, W JCT. RTE. 2",11100,193000,161000,7800,135000,113000
2020,7,210,LA,19.881,"LA CANADA-FLINTRIDGE, EAST JCT. RTE. 2",7800,135000,113000,7500,131000,109000
2020,7,210,LA,20.6,"LA CANADA-FLINTRIDGE, GOULD AVE/FOOTHILL BLVD ",7500,131000,109000,6800,119000,99000
2020,7,210,LA,20.854,"LA CANADA-FLINTRIDGE, HAMPTON AVE/FOOTHILL BLVD ",6800,119000,99000,7600,132000,110000
2020,7,210,LA,21.532,"LA CANADA-FLINTRIDGE, BERKSHIRE PLACE ",7600,132000,110000,7500,129000,108000
2020,7,210,LA,22.494,"PASADENA, ARROYO BLVD ",7500,129000,108000,7100,123000,103000
2020,7,210,LA,23.191,"PASADENA, LINCOLN BLVD ",7100,123000,103000,8100,141000,118000
2020,7,210,LA,24.06,"PASADENA, MOUNTAIN ST ",8100,141000,118000,8500,149000,124000
2020,7,210,LA,24.962,"PASADENA, JCT. RTES. 134/710",8500,149000,124000,19700,340000,284000
2020,7,210,LA,26.326,"PASADENA, LAKE AVE ",19700,340000,284000,21400,371000,310000
2020,7,210,LA,26.941,"PASADENA, HILL AVE ",21400,371000,310000,20100,349000,291000
2020,7,210,LA,27.409,"PASADENA, ALLEN AVE ",20100,349000,291000,20400,355000,296000
2020,7,210,LA,28.249,"PASADENA, ALTADENA DR ",20400,355000,296000,19100,331000,276000
2020,7,210,LA,28.68,"PASADENA, SAN GABRIEL BLVD ",19100,331000,276000,18200,315000,263000
2020,7,210,LA,29.293,"PASADENA, SIERRA MADRE VILLA ",18200,315000,263000,16700,289000,241000
2020,7,210,LA,29.795,"PASADENA, ROSEMEAD BLVD ",16700,289000,241000,15700,272000,227000
2020,7,210,LA,30.816,"ARCADIA, BALDWIN AVE ",15700,272000,227000,15800,273000,228000
2020,7,210,LA,31.883,"ARCADIA, SANTA ANITA AVE ",15800,273000,228000,15200,264000,220000
2020,7,210,LA,32.89,"MONROVIA, HUNTINGTON DR ",15200,264000,220000,15100,261000,218000
2020,7,210,LA,32.914,"MONROVIA, MYRTLE AVE ",15100,261000,218000,14700,255000,213000
2020,7,210,LA,34.741,"MONROVIA, MOUNTAIN AVE ",14700,255000,213000,15100,262000,219000
2020,7,210,LA,35.244,"DUARTE, BUENA VISTA ST ",15100,262000,219000,15300,265000,221000
2020,7,210,LA,36.41,"DUARTE, JCT. RTE. 605",15300,265000,221000,16100,279000,233000
2020,7,210,LA,37.862,"IRWINDALE, IRWINDALE AVE ",16100,279000,233000,15800,274000,229000
2020,7,210,LA,38.957,"AZUSA, VERNON AVE ",15800,274000,229000,15600,271000,226000
2020,7,210,LA,39.6,"AZUSA, AZUSA AVE ",15600,271000,226000,15400,266000,222000
2020,7,210,LA,40.603,"AZUSA, CITRUS AVE ",15400,266000,222000,15300,265000,221000
2020,7,210,LA,41.594,"GLENDORA, GRAND AVE ",15300,265000,221000,15300,265000,221000
2020,7,210,LA,43.16,"GLENDORA, SUNFLOWER AVE ",15300,265000,221000,15400,266000,222000
2020,7,210,LA,44.377,"GLENDORA, JCT RTE 57, ORANGE FREEWAY ",15400,266000,222000,11800,205000,171000
2020,7,210,LA,45.456,"SAN DIMAS, SAN DIMAS AVE ",11200,194000,162000,11500,200000,167000
2020,7,210,LA,46.628,"LA VERNE, JCT. RTE. 66",11500,200000,167000,10500,182000,152000
2020,7,210,LA,48.083,"LA VERNE, FRUIT ST ",10500,182000,152000,10000,174000,145000
2020,7,210,LA,49.533,"CLAREMONT, TOWNE AVE ",10000,174000,145000,10000,174000,145000
2020,7,210,LA,51.849,"CLAREMONT, BASELINE ROAD ",10000,174000,145000,10600,184000,154000
2020,8,210,SBD,1.497,MOUNTAIN AVE,12000,175000,155000,12300,179000,158000
2020,8,210,SBD,3.471,CAMPUS AVE,12300,179000,158000,12800,186000,165000
2020,8,210,SBD,4.599,CARNELIAN ST,12800,186000,165000,13100,191000,169000
2020,8,210,SBD,5.901,ARCHIBALD AVE,13100,191000,169000,13400,194000,172000
2020,8,210,SBD,6.913,HAVEN AVE,13400,194000,172000,13500,197000,174000
2020,8,210,SBD,7.909,MILLIKEN AVE,13500,197000,174000,13100,190000,168000
2020,8,210,SBD,9.138,DAY CREEK BLVD,13100,190000,168000,12600,183000,162000
2020,8,210,SBD,11.498,JCT RTE 15,12600,183000,162000,12800,177000,158000
2020,8,210,SBD,11.914,CHERRY AVE,12800,177000,158000,12100,167000,149000
2020,8,210,SBD,13.927,CITRUS AVE,12100,167000,149000,11600,160000,143000
2020,8,210,SBD,14.929,SIERRA AVE,11600,160000,143000,11300,156000,139000
2020,8,210,SBD,15.936,ALDER AVE,11300,156000,139000,11300,156000,139000
2020,8,210,SBD,17.437,AYALA DR,11300,156000,139000,11300,157000,140000
2020,8,210,SBD,18.689,RIVERSIDE AVE,11300,157000,140000,10900,151000,135000
2020,8,210,SBD,20.694,STATE ST,10900,151000,135000,10900,151000,135000
2020,8,210,SBD,21.872,JCT RTE 215,10900,151000,135000,9600,139000,114000
2020,8,210,SBD,22.944,"SAN BERNARDINO, H ST",9600,139000,114000,9600,139000,114000
2020,8,210,SBD,23.095,NORTH JCT RTE 259,9600,139000,114000,12000,174000,143000
2020,8,210,SBD,24.215,"SAN BERNARDINO, JCT RTE 18 NORTH",12000,174000,143000,9700,141000,116000
2020,8,210,SBD,25.718,DEL ROSA AVE,9700,141000,116000,8200,119000,98000
2020,8,210,SBD,26.729,HIGHLAND AVE,8200,119000,98000,7000,102000,84000
2020,8,210,SBD,28.664,"SAN BERNARDINO, JCT RTE 330",7000,102000,84000,5700,80000,71200
2020,8,210,SBD,29.322,"HIGHLAND, BASELINE ST",5700,80000,71200,6100,86000,76000
2020,8,210,SBD,30.232,"HIGHLAND, FIFTH ST",6100,86000,76000,7200,101000,89000
2020,8,210,SBD,31.7,E/O SANTA ANA RIVER BRIDGE,7200,101000,89000,7200,101000,89000
2020,8,210,SBD,32.343,"REDLANDS, SAN BERNARDINO AVE",7200,101000,89000,6000,84000,74000
2020,8,210,SBD,15.767,SIERRA AVE,950,10000,9800,1150,12300,12000
2020,8,210,SBD,19.521,"RIALTO, RIVERSIDE AVE",1850,19400,19000,2650,28000,27500
2020,8,210,SBD,20.02,ACACIA AVE,2650,28000,27500,2700,28500,28000
2020,8,210,SBD,21.68,CAJON BLVD,2700,28500,28000,2700,28500,28000
2020,8,210,SBD,21.773,CA ST,2700,28500,28000,3300,35000,34000
2020,1,211,HUM,74.192,"FERNDALE, VAN NESS AVE",640,6600,6000,640,6500,6200
2020,1,211,HUM,75.782,SAGE ROAD,560,6100,5800,580,6100,5900
2020,1,211,HUM,76.688,GOBLE LN-WADDINGTON RD,570,6300,5700,530,6300,5700
2020,7,213,LA,3.458,"RANCHO PALOS VERDES, AVENDIA APPRENDA ROAD",3000,34000,30000,3400,38500,34000
2020,7,213,LA,4.314,"LOMITA, PALOS VERDES DR NORTH",3400,38500,34000,2050,23200,20400
2020,7,213,LA,5.085,"LOS ANGELES, JCT. RTE. 1",2850,32500,28500,1900,21500,18900
2020,7,213,LA,5.667,"LOS ANGELES, LOMITA BLVD",2050,23500,20700,2550,29000,25500
2020,7,213,LA,6.996,"LOS ANGELES, SEPULVEDA BLVD",2550,29000,25500,2850,32500,28500
2020,7,213,LA,7.983,CARSON ST,2850,32500,28500,2850,32500,28500
2020,8,215,RIV,8.998,"MURRIETA, JCT. RTE. 15",7500,106000,97000,7500,106000,97000
2020,8,215,RIV,9.507,MURRIETA HOT SPRINGS ROAD,7500,106000,97000,8500,120000,110000
2020,8,215,RIV,10.652,"MURRIETA, LOS ALAMOS ROAD ",8500,120000,110000,8000,114000,104000
2020,8,215,RIV,12.51,"MURRIETA, ANTELOPE ROAD ",8000,114000,104000,8500,121000,111000
2020,8,215,RIV,15.515,SCOTT ROAD,8500,121000,111000,8000,114000,104000
2020,8,215,RIV,18.516,NEWPORT ROAD ,8000,114000,104000,7000,99000,91000
2020,8,215,RIV,20.842,"SUN CITY, MC CALL BLVD ",7000,99000,91000,6900,98000,90000
2020,8,215,RIV,22.76,"PERRIS, ETHANAC ROAD ",6900,98000,90000,6700,95000,87000
2020,8,215,RIV,23.537,SOUTH JCT. RTE. 74,6700,95000,87000,7300,106000,101000
2020,8,215,RIV,26.308,"PERRIS, NORTH JCT. RTE. 74",7300,106000,101000,7400,104000,94200
2020,8,215,RIV,27.23,"PERRIS, D ST",7400,104000,94200,8800,125000,113000
2020,8,215,RIV,27.887,"PERRIS, NUEVO ROAD; PERRIS ",8800,125000,113000,9000,128000,115000
2020,8,215,RIV,30.93,RAMONA EXPRESSWAY,9000,128000,115000,10000,142000,128000
2020,8,215,RIV,32.33,OLEANDER AVE ,10000,142000,128000,11000,156000,141000
2020,8,215,RIV,34.17,VAN BUREN BLVD,11000,156000,141000,10800,153000,138000
2020,8,215,RIV,35.76,CACTUS AVE,10800,153000,138000,11000,156000,141000
2020,8,215,RIV,36.419,ALLENSANDRO BLVD,11000,156000,141000,11400,161000,145000
2020,8,215,RIV,37.436,"RIVERSIDE, EUCALYPTUS/EASTRIDGE AVE",11400,161000,145000,11200,159000,143000
2020,8,215,RIV,38.339,JCT. RTE. 60 EAST,11200,159000,143000,14300,236000,210000
2020,8,215,RIV,38.915,"RIVERSIDE, FAIR ISLE DR ",14300,236000,210000,15000,246000,219000
2020,8,215,RIV,39.484,"RIVERSIDE, CENTRAL AVE ",15000,246000,219000,15000,247000,220000
2020,8,215,RIV,40.977,"RIVERSIDE, PENNSYLVANIA AVE ",15000,247000,220000,15200,250000,223000
2020,8,215,RIV,41.488,UNIV AVE,15200,250000,223000,14800,243000,217000
2020,8,215,RIV,42.163,"RIVERSIDE, 3RD/ BLAINE STS ",14800,243000,217000,15600,257000,229000
2020,8,215,RIV,43.9,"RIVERSIDE, COLUMBIA AVE ",13200,202000,179000,12300,188000,167000
2020,8,215,RIV,45.013,CENTER ST,12300,188000,167000,11800,180000,160000
2020,8,215,SBD,0.402,IOWA AVE,11500,175000,155000,12300,188000,167000
2020,8,215,SBD,1.312,BARTON ROAD ,12300,188000,167000,12700,194000,172000
2020,8,215,SBD,2.686,"COLTON, MOUNT VERNON/ WASHINGTON AVES ",12700,194000,172000,13800,210000,186000
2020,8,215,SBD,4.052,"COLTON, JCT. RTE. 10",13800,210000,186000,14200,206000,192000
2020,8,215,SBD,10.051,JCT. RTE. 210,6400,84000,78000,7100,95000,85000
2020,8,215,SBD,11.634,UNIV PARKWAY,7100,95000,85000,5500,74000,66000
2020,8,215,SBD,14.091,PALM AVE,5500,74000,66000,5500,74000,66000
2020,8,215,SBD,17.323,DEVORE ROAD,5500,74000,66000,5200,69000,62000
2020,8,215,SBD,5.025,"SAN BERNARDINO, ORANGE SHOW ROAD ",15800,206000,192000,14900,194000,181000
2020,8,215,SBD,5.581,"SAN BERNARDINO, INLAND CENTER DR",14900,194000,181000,14400,188000,175000
2020,8,215,SBD,6.06,"SAN BERNARDINO, MILL ST",14400,188000,175000,14500,189000,176000
2020,8,215,SBD,6.787,"SAN BERNARDINO, SECOND ST ",14500,189000,176000,13300,174000,162000
2020,8,215,SBD,7.183,"SAN BERNARDINO, JCT. RTE. 66 W",13300,174000,162000,13200,172000,160000
2020,8,215,SBD,8.083,"SAN BERNARDINO, BASELINE ST",13200,172000,160000,12000,157000,146000
2020,8,215,SBD,8.603,"SAN BERNARDINO, JCT. RTE. 259 NORTH",12000,157000,146000,7400,97000,90000
2020,8,215,SBD,9.029,"SAN BERNARDINO, MASSACHUSETTS AVE ",7400,97000,90000,7200,94000,88000
2020,8,215,SBD,9.364,"SAN BERNARDINO, HIGHLAND AVE",7200,94000,88000,6900,90000,84000
2020,8,215,SBD,9.722,"SAN BERNARDINO, MOUNT VERNON AVE/27TH ST",6900,90000,84000,6400,84000,78000
2020,6,216,TUL,0.349,MILL CREEK PARKWAY,1900,19900,17100,1550,16300,14000
2020,6,216,TUL,0.488,"VISALIA, GOSHEN AVE",1550,16300,14000,1400,14800,12700
2020,6,216,TUL,0.824,ROOSEVELT AVE,1400,14900,12400,1300,14100,11500
2020,6,216,TUL,0.99,LOVERS LANE,1300,14100,11500,1350,14100,11800
2020,6,216,TUL,2.46,"MACAULIFF AVE,RD 144",1350,14100,11800,470,4550,4000
2020,6,216,TUL,6.95,"IVANHOE, AVE 328",620,6400,5600,480,5000,4350
2020,6,216,TUL,11.732,AVE 344,460,4800,4450,460,4900,4600
2020,6,216,TUL,12.01,ROAD 196,460,4900,4600,560,5900,5600
2020,6,216,TUL,14.006,"WOODLAKE, JCT. RTE. 245",580,6300,5800,500,5300,4900
2020,6,216,TUL,14.51,"WOODLAKE, ROAD 216",500,5300,4900,260,2650,2350
2020,6,216,TUL,18.67,DRY CREEK ROAD,120,1250,1100,130,1550,1200
2020,5,217,SB,0.93,"SANTA BARBARA, SANDSPIT ROAD",1050,10200,9100,1150,11200,10000
2020,5,217,SB,2.232,HOLLISTER AVE ,1150,11200,10000,1750,16400,14500
2020,5,217,SB,2.756,JCT. RTE. 101,1850,17200,15300,2050,19000,16900
2020,5,218,MON,0.22,EAST OF DEL MONTE EASTBOUND,2150,25500,24800,2150,25500,13500
2020,5,218,MON,0.92,FREMONT BLVD (MILEPOST EQUATION),1200,17000,13500,1200,16900,13600
2020,5,218,MON,0.1,DEL REY OAKS,1950,23400,18000,1200,16100,13000
2020,4,220,SOL,3.05,RYER RD,100,300,200,100,400,300
2020,3,220,SAC,0.17,2 HOWARD LANDING FERRY,40,280,240,40,230,200
2020,3,220,SAC,0.44,GRAND ISLAND ROAD,30,210,180,100,810,690
2020,4,221,NAP,1.511,"NAPA, BASALT ROAD",2000,28000,23200,2100,29000,23900
2020,4,221,NAP,2.525,"ENTRANCE, NAPA STATE HOSPITAL",2100,29000,23900,1800,27000,21200
2020,1,222,MEN,1.56,SANFORD RANCH ROAD,660,7900,7500,660,5400,5100
2020,6,223,KER,4.864,OLD RIVER ROAD,160,1450,1350,440,4150,3650
2020,6,223,KER,8.892,WIBLE ROAD,440,4150,3700,480,4200,3900
2020,6,223,KER,10.536,JCT. RTE. 99,480,4200,3900,730,7400,6900
2020,6,223,KER,10.94,UNION AVE,620,7000,6500,620,7000,6500
2020,6,223,KER,16.014,JCT. RTE. 184 NORTH,680,7400,7000,780,8900,8400
2020,6,223,KER,20.15,"ARVIN, COMANCHE DR",730,8300,7900,1050,12100,11500
2020,6,223,KER,20.911,"ARVIN, A ST",910,10000,9700,920,9500,9200
2020,6,223,KER,21.165,"ARVIN, DERBY ST (EL TEJON HIGHWAY)",670,7000,6700,360,3650,3350
2020,6,223,KER,22.2,TOWERLINE ROAD,360,3650,3350,230,2150,2050
2020,6,223,KER,26.2,"ARVIN, EAST",220,2150,1950,190,1650,1450
2020,5,227,SLO,1.428,"ARROYO GRANDE, CORBETT CANYON ROAD",510,4050,3800,480,4050,3800
2020,5,227,SLO,1.45,TALLEY HO RD,480,4050,3800,340,2850,2700
2020,5,227,SLO,1.49,"ARROYO GRANDE, PRINTZ ROAD",340,2850,2700,250,2150,2000
2020,5,227,SLO,2.59,PHILLIPS RD,210,1800,1700,200,1700,1600
2020,5,227,SLO,4.28,NOYES RD,190,1600,1500,730,6200,5800
2020,5,227,SLO,5.857,CORBETT CANYON LANDFILL,820,7000,6500,700,6000,5600
2020,5,227,SLO,6.7,CORBETT CYN RD - RT,720,6300,5900,740,6600,6200
2020,5,227,SLO,7.12,"EDNA, PRICE CANYON ROAD",820,7000,6500,1500,15100,12200
2020,5,227,SLO,10.239,WOODS ANIMAL SHELTER,1650,14900,14100,1650,14900,14100
2020,5,227,SLO,8.249,BIDDLE RANCH ROAD,1500,13000,12200,1500,12500,11900
2020,5,227,SLO,9.367,CRESTMONT DR,1550,13200,12500,1750,14700,13900
2020,7,232,VEN,0.441,"OXNARD, JCT. RTE. 101",2950,38500,31000,1800,23500,18900
2020,7,232,VEN,2.579,CENTRAL AVE,1600,20700,16600,1650,20500,16500
2020,6,233,MAD,0.005,JCT. RTE. 152,360,3950,3600,330,3650,3350
2020,6,233,MAD,2.39,"CHOWCHILLA, WASHINGTON AVE",880,9700,8900,1050,11400,10500
2020,6,233,MAD,2.49,"CHOWCHILLA, 15TH ST",1050,11400,10500,1000,11500,10000
2020,6,233,MAD,3.09,"CHOWCHILLA, 6TH ST",1050,11600,10500,1050,12000,10400
2020,6,233,MAD,3.29,"CHOWCHILLA, 3RD ST",1300,14100,12900,1300,14300,13500
2020,6,233,MAD,3.586,"CHOWCHILLA, CHOWCHILLA AVE",1200,13300,12300,1200,13400,12600
2020,5,236,SCR,12.72,EAST BNDRY BIG BASIN REDWOODS STATE PARK,140,1100,720,60,400,290
2020,5,236,SCR,2.67,JAMISON CREEK ROAD,320,3550,2900,330,3350,2900
2020,5,236,SCR,8.74,SOUTH BNDRY BIG BASIN REDWOODS STATE PARK,100,680,530,100,680,530
2020,5,236,SCR,9.321,GOVERNOR'S CAMP,80,370,270,80,370,270
2020,4,237,SCL,0.375,"MOUNTAIN VIEW, JCT. RTE. 85",2700,40000,38500,4500,60000,57000
2020,4,237,SCL,0.608,DANA ST/WHISMAN ROAD,4500,60000,57000,4350,57000,55000
2020,4,237,SCL,0.81,"MOUNTAIN VIEW, SYLVAN AVE",4350,57000,55000,4700,69000,59000
2020,4,237,SCL,1.547,MIDDLEFIELD ROAD/MAUDE AVE,4700,69000,59000,4700,69000,59000
2020,4,237,SCL,2.48,"SUNNYVALE, JCT. RTE. 101",4700,69000,59000,5500,96000,77000
2020,4,237,SCL,2.99,"SUNNYVALE, MATHILDA AVE ",5500,96000,77000,6000,102000,83000
2020,4,237,SCL,3.972,"SUNNYVALE, FAIR OAKS AVE",6000,102000,83000,5700,97000,79000
2020,4,237,SCL,4.599,"SUNNYVALE, LAWRENCE EXPRESSWAY ",5700,97000,79000,8700,125000,92000
2020,4,237,SCL,5.834,GREAT AMERICA PARKWAY,8700,125000,92000,7200,94000,92000
2020,4,237,SCL,6.866,"SAN JOSE, NORTH FIRST/ TAYLOR STS",7200,94000,92000,7500,100000,96000
2020,4,237,SCL,8.02,"SAN JOSE, ZANKER ROAD ",7500,100000,96000,8200,109000,101000
2020,4,237,SCL,9.125,McCARTHY BLVD,3800,50000,47500,3600,48500,46000
2020,4,237,SCL,9.125,McCARTHY BLVD,4200,55000,53000,2000,26000,24700
2020,4,237,SCL,9.335,JCT. RTE. 880,7900,96000,93000,3650,54000,52000
2020,4,237,SCL,10,MAIN ST,3650,54000,52000,3900,58000,55000
2020,4,238,ALA,3.314,"FREMONT, SOUTH JCT. RTE. 84 W",2300,27000,26500,2600,31000,30000
2020,4,238,ALA,3.644,NORTH JCT. RTE 84,2600,31000,30000,2600,28000,27500
2020,4,238,ALA,4.3,"FREMONT, SULLIVAN UNDERPASS",2600,28000,27500,2600,28000,27500
2020,4,238,ALA,4.72,"FREMONT, NURSERY AVE",2600,28000,27500,2300,24200,23700
2020,4,238,ALA,6.78,"UNION CITY, DECOTO ROAD",2300,24200,23700,2300,28000,27500
2020,4,238,ALA,14.469,JCT. RTE. 580,2300,28000,27500,13300,141000,137000
2020,4,238,ALA,14.951,JCT. RTE. 185,13300,141000,137000,13300,141000,137000
2020,4,238,ALA,16.279,"SAN LEANDRO, HESPERIAN BLVD",13300,141000,137000,8400,89000,87000
2020,12,241,ORA,14.55,OSO PARKWAY,1050,8500,7950,4150,33500,31100
2020,12,241,ORA,17.768,ANTONIO PARKWAY,4150,33500,31100,3500,28000,25700
2020,12,241,ORA,18.488,SANTA MARGARITA PARKWAY,3500,28000,25700,5200,41000,38000
2020,12,241,ORA,20.077,LOS ALISOS BLVD,5200,41000,38000,5200,41000,38100
2020,12,241,ORA,21.802,PORTOLA PARKWAY UC,5200,41000,38100,4400,35000,32400
2020,12,241,ORA,23.418,ALTON PARKWAY,5000,39500,36400,4550,39000,35900
2020,12,241,ORA,24.968,PORTOLA PARKWAY,4550,39000,35900,5400,40000,37200
2020,12,241,ORA,27.378,JCT RTE 133,5100,40000,37200,4950,37500,37000
2020,12,241,ORA,32.541,CHAPMAN-SANTIAGO RD UC,4950,37500,36700,6000,58000,56600
2020,12,241,ORA,36.099,WINDY RIDGE TOLL PLAZA,5000,49000,47800,5000,49000,47800
2020,4,242,CC,0.872,"CONCORD, WILLOW PASS ROAD",9100,107000,104000,7000,90000,86000
2020,4,242,CC,1.468,"CONCORD, CONCORD AVE ",7000,90000,86000,9400,128000,123000
2020,4,242,CC,2.145,"CONCORD, SOLANO WAY ",9400,128000,123000,9700,133000,128000
2020,4,242,CC,2.789,"CONCORD, OLIVERA ROAD",9700,133000,128000,8600,119000,116000
2020,8,243,RIV,3.613,COUNTRY CLUB DR,320,3550,2500,440,5300,3700
2020,8,243,RIV,4.45,CIRCLE DR,440,5300,3700,500,6500,4550
2020,8,243,RIV,4.514,PINECREST/DAIRY ROADS,500,6500,4550,330,4250,3000
2020,8,243,RIV,7.525,MARION RIDGE DR,370,3050,2150,250,2050,1450
2020,8,243,RIV,28.28,"BANNING, SAN GORGONIO AVE",250,2250,1600,510,5200,4600
2020,8,243,RIV,29.48,LINCOLN/8TH ST,320,3900,3500,610,7400,6600
2020,3,244,SAC,0.01,"WATT AVE  0, BEGIN FREEWAY",730,9200,8500,1300,15900,14900
2020,3,244,SAC,0.457,"SACRAMENTO, JCT. RTE. 51",1300,15900,14900,2750,32000,31000
2020,6,245,TUL,7.066,JCT. RTE. 216,560,6000,5100,660,6900,6200
2020,6,245,TUL,8.061,"WOODLAKE, AVE 352",240,2550,2250,170,1750,1600
2020,6,245,TUL,10.47,ROAD 200,160,1650,1500,130,1300,1200
2020,6,245,TUL,11.999,JCT. RTE. 201 W,120,1150,1050,70,680,600
2020,6,245,TUL,19.293,OROSI ROAD/BOYD DR,25,160,150,45,230,210
2020,5,246,SB,9.55,"LOMPOC, JCT. RTE. 1",920,10200,10000,990,8,10800
2020,5,246,SB,20.846,DOMINGUS ROAD,360,4100,4000,310,3600,3500
2020,5,246,SB,26.286,"BUELLTON, JCT. RTE. 101",1600,18200,17700,2500,29000,25000
2020,5,246,SB,29.233,"SOLVANG, FIFTH ST",2350,25000,24300,2000,21500,21000
2020,5,246,SB,30.28,ALAMO PINTADO ROAD (TO BALLARD),1850,19500,19000,1850,19700,19200
2020,8,247,SBD,39.598,CAMP ROCK ROAD,270,2900,2800,220,2350,2250
2020,8,247,SBD,44.85,JCT. RTE. 18,270,2900,2800,340,3050,2650
2020,8,247,SBD,46.114,RABBIT SPRING ROAD,340,2750,2650,320,2600,2500
2020,8,247,SBD,56.475,LUCERNE VALLEY CUTOFF ROAD,320,2600,2500,360,2900,2800
2020,8,247,SBD,73.181,STODDARD WELLS ROAD,360,2900,2800,310,2550,2450
2020,8,247,SBD,76.422,BARSTOW CITY LIMITS,320,2600,2500,1500,15500,12000
2020,1,254,HUM,4.837,MIRANDA BRIDGE RD,300,1500,1350,500,3000,2500
2020,1,254,HUM,12.327,JCT. RTE. 101,500,2300,2000,250,2000,1200
2020,1,254,HUM,16.84,BURLINGTON STATE PARK,250,1050,500,160,1150,630
2020,1,254,HUM,18.8,"WEOTT, NORTH",130,1250,900,200,1300,1100
2020,1,254,HUM,24.21,"ENGLEWOOD PARK , DYERVILLE, NORTH",210,1100,990,110,1000,800
2020,1,255,HUM,2.028,NAVY BASE ROAD,850,8600,7600,810,7500,7000
2020,1,255,HUM,3.657,DEAN/PACIFIC AVES,790,6800,6100,790,6500,6100
2020,1,255,HUM,4.728,YOUNG LANE,790,6500,6100,780,6300,5950
2020,1,255,HUM,5.13,MAD RIVER SLOUGH BRIDGE,780,7700,5800,880,8400,6300
2020,1,255,HUM,8.352,"ARCATA, K ST",860,8200,6200,930,8900,7150
2020,1,255,HUM,8.525,"ARCATA, H ST",930,8900,7150,1200,12000,10500
2020,1,255,HUM,8.584,"ARCATA, G ST",1200,12000,10700,2000,16100,13600
2020,8,259,SBD,0.497,HIGHLAND AVE,2950,43000,39000,2800,40500,37000
2020,8,259,SBD,1.25,JCT. RTE. 210,2800,40500,37000,2800,40500,37000
2020,8,259,SBD,1.454,E ST,2800,40500,37000,2250,33000,30000
2020,4,260,ALA,0.838,BEG INDEP ALIGN RT LNS,2900,29500,29000,2900,29500,29000
2020,4,260,ALA,1.124,"ALAMEDA, POSEY TUBE",2900,29500,29000,2000,30500,29000
2020,12,261,ORA,0.239,JAMBOREE OC,11300,75000,71100,6600,39000,37500
2020,12,261,ORA,1.638,IRVINE BLVD OC,6800,39000,37500,7000,39500,37900
2020,12,261,ORA,2.848,PORTOLA PARKWAY OC,6900,39500,37900,6900,40500,38600
2020,12,261,ORA,6.035,CHAPMAN AVE OC,6900,40500,38600,5200,29500,28000
2020,4,262,ALA,0.394,KATO AVE  80,4400,65000,63000,4400,65000,63000
2020,4,262,ALA,0.7,"FREMONT, WARM SPRINGS BLVD",4400,65000,63000,4450,66000,64000
2020,2,263,SIS,50.63,"HAWKINSVILLE, HUMBUG ROAD",160,1900,1700,110,1150,1050
2020,9,266,MNO,4.3,JCT. RTE. 168,40,330,180,70,260,170
2020,3,267,NEV,1.419,"BRIDGE ST, RT/SOARNG WY LT",1600,21000,15100,1800,22100,16000
2020,3,267,PLA,0.25,TAHOE TRUCKEE AIRPORT ROAD,1950,21200,14500,1550,16600,11000
2020,3,267,PLA,3.76,NORTH STAR DR,1550,16100,11500,1300,13100,10100
2020,3,267,PLA,6.23,MARTIS PEAK ROAD,1350,14100,10000,1350,14000,8900
2020,3,267,PLA,9.28,"KINGS BEACH, NORTH AVE",1250,13600,8900,1250,14300,8900
2020,6,269,FRE,0.15,PLYMOUTH AVE/AVENAL CUTOFF ROAD EAST,510,5300,4850,470,5200,4400
2020,6,269,FRE,0.427,JCT. RTE. 5,470,5200,4400,200,2400,2000
2020,6,269,FRE,12.746,JCT. RTE. 198,490,5400,4500,350,3700,3200
2020,1,271,MEN,0.02,JCT. RTE. 101,20,160,140,20,140,120
