year,RTE,DIST,CNTY,POSTMILE,DESCRIPTION,VEHICLE_AADT_TOTAL,TRUCK_AADT_TOTAL,TRK_PERCENT_TOT,Latitude,Longitude
2019,10,7,LA,21.382,"MONTEREY PARK, JCT. RTE. 710, LONG BEACH FREEWAY INTERCHANGE",208000.0,7155,3.44,34.06111111111111,-118.16516666666668
2019,10,7,LA,21.382,"MONTEREY PARK, JCT. RTE. 710, LONG BEACH FREEWAY INTERCHANGE",203000.0,6252,3.08,34.06111111111111,-118.16516666666668
2019,10,7,LA,24.32,ALMANSOR AVE,221000.0,6807,3.08,34.07152777777778,-118.11725
2019,10,7,LA,24.831,"MONTEREY PARK, NEW AVENUE INTERCHANGE",227000.0,6992,3.08,34.07166666666667,-118.10833333333333
2019,10,7,LA,26.857,"EL MONTE, JCT. RTE. 164, ROSEMEAD BOULEVARD",219000.0,6745,3.08,34.07205555555556,-118.07302777777777
2019,10,7,LA,26.857,"EL MONTE, JCT. RTE. 164, ROSEMEAD BOULEVARD",205000.0,6314,3.08,34.07205555555556,-118.07302777777777
2019,10,7,LA,31.151,"BALDWIN PARK, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY INTERCHANGE",235000.0,7920,3.37,34.06497222222222,-118.00019444444445
2019,10,7,LA,31.151,"BALDWIN PARK, JCT. RTE. 605, SAN GABRIEL RIVER FREEWAY INTERCHANGE",222000.0,14319,6.45,34.06497222222222,-118.00019444444445
2019,10,7,LA,36.5,"WEST COVINA, AZUSA AVENUE INTERCHANGE",200000.0,14280,7.14,34.07205555555556,-117.90758333333333
2019,10,7,LA,42.443,"POMONA, JCT. RTES. 57/71, ORANGE/CHINO VALLEY FREEWAYS INTERCHANGE",216000.0,16934,7.84,34.065083333333334,-117.80655555555555
2019,10,7,LA,42.443,"POMONA, JCT. RTES. 57/71, ORANGE/CHINO VALLEY FREEWAYS INTERCHANGE",266000.0,17902,6.73,34.065083333333334,-117.80655555555555
2019,10,7,LA,47.737,"POMONA, INDIAN HILL BOULEVARD INTERCHANGE",278000.0,18904,6.8,34.08166666666667,-117.71941666666667
2019,10,7,LA,48.265,LOS ANGELES/SAN BERNARDINO COUNTY LINE,278000.0,18209,6.55,34.081833333333336,-117.71036111111111
2019,10,8,SBD,0.0,LOS ANGELES/SAN BERNARDINO COUNTY LINE,278000.0,18209,6.55,34.081833333333336,-117.71036111111111
2019,10,8,SBD,1.229,"MONTCLAIR, CENTRAL AVENUE",246000.0,16334,6.64,34.08530555555556,-117.68986111111111
2019,10,8,SBD,1.229,"MONTCLAIR, CENTRAL AVENUE",253000.0,16799,6.64,34.08530555555556,-117.68986111111111
2019,10,8,SBD,3.468,"UPLAND, JCT. RTE. 83",253000.0,16926,6.69,34.08727777777778,-117.6511388888889
2019,10,8,SBD,3.468,"UPLAND, JCT. RTE. 83",256000.0,17126,6.69,34.08727777777778,-117.6511388888889
2019,10,8,SBD,9.936,"ONTARIO, JCT. RTE. 15",264000.0,17662,6.69,34.06736111111111,-117.54494444444444
2019,10,8,SBD,9.936,"ONTARIO, JCT. RTE. 15",250000.0,25575,10.23,34.06736111111111,-117.54494444444444
2019,10,8,SBD,11.132,ETIWANDA AVENUE,250000.0,25575,10.23,34.06741666666667,-117.52411111111111
2019,10,8,SBD,11.132,ETIWANDA AVENUE,213000.0,21790,10.23,34.06741666666667,-117.52411111111111
2019,10,8,SBD,13.169,"FONTANA, CHERRY AVENUE",214000.0,24182,11.3,34.06605555555555,-117.4888611111111
2019,10,8,SBD,18.492,"BLOOMINGTON, CEDAR AVENUE",200000.0,20460,10.23,34.06861111111112,-117.39611111111111
2019,10,8,SBD,18.492,"BLOOMINGTON, CEDAR AVENUE",196000.0,19953,10.18,34.06861111111112,-117.39611111111111
2019,10,8,SBD,20.965,PEPPER AVENUE,197000.0,19897,10.1,34.06888888888889,-117.353
2019,10,8,SBD,20.965,PEPPER AVENUE,198000.0,19800,10.0,34.06888888888889,-117.353
2019,10,8,SBD,23.248,"COLTON, MOUNT VERNON AVENUE",204000.0,20176,9.89,34.06505555555555,-117.31372222222222
2019,10,8,SBD,24.24,"COLTON, JCT. RTE. 215",200000.0,22200,11.1,34.064388888888885,-117.29647222222222
2019,10,8,SBD,24.24,"COLTON, JCT. RTE. 215",230000.0,25300,11.0,34.064388888888885,-117.29647222222222
2019,10,8,SBD,27.296,MOUNTAIN VIEW AVENUE,198000.0,26136,13.2,34.06647222222222,-117.24394444444445
2019,10,8,SBD,27.296,MOUNTAIN VIEW AVENUE,194000.0,23862,12.3,34.06647222222222,-117.24394444444445
2019,10,8,SBD,29.313,JCT RTE 210 /ALABAMA STREET OC,189000.0,22680,12.0,34.0665,-117.20875000000001
2019,10,8,SBD,29.313,JCT RTE 210 /ALABAMA STREET OC,180000.0,21600,12.0,34.0665,-117.20875000000001
2019,10,8,SBD,30.899,"REDLANDS, JCT. RTE. 38 NORTH",180000.0,18720,10.4,34.06166666666666,-117.18261111111111
2019,10,8,SBD,30.899,"REDLANDS, JCT. RTE. 38 NORTH",152000.0,18240,12.0,34.06166666666666,-117.18261111111111
2019,10,8,SBD,35.5,YUCAIPA BOULEVARD,155000.0,20150,13.0,34.026694444444445,-117.11941666666667
2019,10,8,SBD,35.5,YUCAIPA BOULEVARD,126000.0,20160,16.0,34.026694444444445,-117.11941666666667
2019,10,8,RIV,3.048,CHERRY VALLEY BOULEVARD,112000.0,14672,13.1,33.968222222222224,-117.03572222222222
2019,10,8,RIV,6.67,JCT. RTE. 60 WEST,108000.0,14580,13.5,33.933166666666665,-116.99061111111111
2019,10,8,RIV,6.67,JCT. RTE. 60 WEST,133000.0,17955,13.5,33.933166666666665,-116.99061111111111
2019,10,8,RIV,7.574,"BEAUMONT, JCT. RTE. 79 SOUTH",133000.0,19285,14.5,33.92691666666666,-116.97711111111111
2019,10,8,RIV,11.333,"BANNING, SUNSET AVENUE",135000.0,19305,14.3,33.924499999999995,-116.91191666666667
2019,10,8,RIV,14.76,EAST RAMSEY STREET,122000.0,19520,16.0,33.92652777777778,-116.8526111111111
2019,10,8,RIV,14.76,EAST RAMSEY STREET,125000.0,22875,18.3,33.92652777777778,-116.8526111111111
2019,10,8,RIV,25.201,JCT. RTE. 111,114000.0,21660,19.0,33.922666666666665,-116.67847222222223
2019,10,8,RIV,25.201,JCT. RTE. 111,96000.0,21024,21.9,33.922666666666665,-116.67847222222223
2019,10,8,RIV,29.691,JCT. RTE. 62 NORTH,96000.0,21024,21.9,33.91422222222222,-116.60397222222221
2019,10,8,RIV,29.691,JCT. RTE. 62 NORTH,86000.0,22532,26.2,33.91422222222222,-116.60397222222221
2019,10,8,RIV,33.129,INDIAN AVENUE,86000.0,21500,25.0,33.90461111111111,-116.5453888888889
2019,10,8,RIV,33.129,INDIAN AVENUE,86000.0,20296,23.6,33.90461111111111,-116.5453888888889
2019,10,8,RIV,52.342,JEFFERSON STREE/INDIO BOULEVARD,93000.0,30225,32.5,33.750194444444446,-116.27130555555556
2019,10,8,RIV,52.342,JEFFERSON STREE/INDIO BOULEVARD,76000.0,25688,33.8,33.750194444444446,-116.27130555555556
2019,10,8,RIV,57.831,"INDIO, JCT. RTE. 86 SOUTH",58000.0,18108,31.22,33.71716666666667,-116.19091666666667
2019,10,8,RIV,57.831,"INDIO, JCT. RTE. 86 SOUTH",29000.0,10040,34.62,33.71716666666667,-116.19091666666667
2019,10,8,RIV,58.916,"COACHELLA, DILLON ROAD",27800.0,9705,34.91,33.71522222222222,-116.17269444444445
2019,10,8,RIV,105.087,JCT. RTE. 177 NORTH,27300.0,9648,35.34,33.71072222222222,-115.40047222222223
2019,10,8,RIV,105.087,JCT. RTE. 177 NORTH,26400.0,9715,36.8,33.71072222222222,-115.40047222222223
2019,10,8,RIV,149.15,JCT. RTE. 78 SOUTH,28000.0,9660,34.5,33.60677777777778,-114.65775000000001
2019,10,8,RIV,149.15,JCT. RTE. 78 SOUTH,29000.0,9541,32.9,33.60677777777778,-114.65775000000001
2019,10,8,RIV,154.167,JCT. RTE. 95 NORTH,29000.0,10275,35.43,33.60755555555556,-114.57074999999999
2019,10,8,RIV,154.167,JCT. RTE. 95 NORTH,30500.0,11026,36.15,33.60755555555556,-114.57074999999999
2019,10,8,RIV,156.492,ARIZONA STATE LINE,30500.0,11004,36.08,33.60475,-114.53069444444445
