year,DISTRICT,RTE,CNTY,PM,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
2019,6,99,MAD,16.331,AVENUE 18 1/2 ,6300,82000,79000,6300,82000,79000
2019,6,99,MAD,18.68,AVENUE 20 ,6300,82000,79000,6100,81000,76000
2019,6,99,MAD,20.874,AVENUE 21 1/2,6200,81000,76000,6200,81000,76000
2019,6,99,MAD,22.727,"CALIFA, JCT. RTE. 152 WEST",6200,80000,76000,3900,53000,49500
2019,6,99,MAD,23.77,AVENUE 24 ,3900,53000,49500,3950,53000,50000
2019,6,99,MAD,24.43,AVENUE 24 1/2,3950,53000,50000,3950,52000,50000
2019,6,99,MAD,26.576,JCT. RTE. 233 WEST,3950,52000,50000,3650,49000,47000
2019,6,99,MAD,28.167,MINTURN ROAD,3650,49000,47000,3650,49000,47000
2019,10,99,MER,6.852,LE GRAND ROAD,4750,54000,52500,4600,53000,51300
2019,10,99,MER,13.094,"MERCED, CHILDS AVENUE",4100,44000,40000,4200,48500,42500
2019,10,99,MER,13.861,"MERCED, JCT. RTE. 140 EAST",4350,50000,44000,3750,44000,42500
2019,10,99,MER,14.411,"MERCED, G STREET",4500,53000,51000,4600,54000,52000
2019,10,99,MER,14.686,"MERCED, JCT. RTE. 59 SOUTH",4200,49500,47500,4050,47500,46000
2019,10,99,MER,15.416,"MERCED, R STREET",3900,45500,44000,4800,54000,51000
2019,10,99,MER,15.799,"MERCED, JCT. RTE. 140 WEST; JCT. RTE. 59 NORTH",4450,54000,51000,4950,64300,57700
2019,10,99,MER,16.538,"MERCED, WEST MERCED OVERHEAD, ATWATER BLVD",4600,57000,54000,5400,66000,56000
2019,10,99,MER,16.98,16TH STREET,5400,66000,56000,5800,64000,59000
2019,10,99,MER,21.612,EAST ATWATER BOULEVARD,5000,58000,49000,4900,55000,52000
2019,10,99,MER,22.755,"ATWATER, APPLEGATE ROAD",4900,55000,52000,4950,57000,53000
2019,10,99,MER,23.462,"ATWATER, WEST ATWATER BOULEVARD",4950,57000,53000,4950,58000,54000
2019,10,99,MER,29.001,"LIVINGSTON,HAMMATT AVENUE",5800,65000,60000,5600,63000,61000
2019,10,99,MER,30.379,WINTON PARKWAY,5700,64000,62000,5500,62000,60000
2019,10,99,MER,31.926,COLLIER ROAD,6300,71000,68000,5700,76000,73000
2019,10,99,MER,32.31,HIGHLINE CANAL,6400,84000,82100,6400,84000,82100
2019,10,99,MER,34.429,SHANKS ROAD,5300,77000,72400,5500,77000,74500
2019,10,99,MER,36.343,GOLDEN STATE BOULEVARD,5100,64000,61000,5300,64000,62000
2019,10,99,STA,1.626,JCT. RTE. 165 SOUTH,7900,95000,89400,10900,109000,107300
2019,10,99,STA,3.45,"TURLOCK, WEST MAIN STREET ",10900,109000,107300,12200,123000,123700
2019,10,99,STA,4.54,"TURLOCK, FULKERTH ROAD",12200,123000,123700,11500,115000,112000
2019,10,99,STA,5.637,MONTE VISTA AVENUE ,11500,115000,112000,11000,104000,103000
2019,10,99,STA,6.75,TAYLOR ROAD,11000,104000,103000,8800,123000,122000
2019,10,99,STA,7.811,KEYES ROAD,8800,123000,122000,10300,129000,121000
2019,10,99,STA,10.04,MITCHELL ROAD,10300,129000,121000,9500,122000,121000
2019,10,99,STA,11.908,"CERES, WHITMORE AVENUE",9500,107000,106700,10900,108000,107000
2019,10,99,STA,13.263,"MODESTO, HATCH ROAD/9TH STREET",10100,120000,119000,11300,118000,117700
2019,10,99,STA,14.473,"MODESTO, CROWS LANDING ROAD ",11300,118000,117700,11600,127000,126400
2019,10,99,STA,15.098,"MODESTO, TUOLUMNE BOULEVARD",11600,127000,126400,12000,132000,131800
2019,10,99,STA,15.753,"MODESTO, H STREET ",12000,132000,131800,11500,131000,131800
2019,10,99,STA,16.121,"MODESTO, JCT. RTE. 132",11700,135000,134000,11300,146000,145000
2019,10,99,STA,16.825,KANSAS AVENUE ,11400,145000,141500,12000,148000,147000
2019,10,99,STA,18.52,"MODESTO, CARPENTER ROAD",12000,148000,147000,12500,149000,148000
2019,10,99,STA,20.222,"MODESTO, BECKWITH ROAD ",12500,149000,148000,10100,136000,135700
2019,10,99,STA,21.743,"MODESTO, PELANDALE AVENUE ",10100,136000,135700,10300,137000,136900
2019,10,99,STA,22.558,"SALIDA, JCT. RTE. 219 EAST",10300,139000,136900,10100,149000,145000
2019,10,99,STA,24.272,HAMMET ROAD,10100,149000,145000,9200,119000,114200
2019,10,99,SJ,0.888,"RIPON, MAIN STREET",9200,119000,114200,10000,118000,116000
2019,10,99,SJ,1.708,MILGEO AVENUE,9900,119000,118300,10000,158000,154800
2019,10,99,SJ,2.374,JACKTONE ROAD,9700,144000,137000,12200,153000,147000
2019,10,99,SJ,5.822,SOUTH JCT. RTE. 120,9600,118000,107000,10700,118000,117000
2019,10,99,SJ,6.654,"MANTECA, NORTH JCT. RTE. 120",7600,91000,83000,8400,93000,92500
2019,10,99,SJ,8.829,NORTH MANTECA ,6000,72000,66000,6300,74000,70000
2019,10,99,SJ,11.468,TURNER STATION/FRENCH CAMP ROAD,6500,76000,74300,7200,88000,85000
2019,10,99,SJ,12.526,LITTLE JOHN CREEK,7600,97000,91300,7600,97000,91300
2019,10,99,SJ,16.698,"STOCKTON,  MARIPOSA ROAD",7700,84000,80600,8700,96000,92300
2019,10,99,SJ,17.216,JCT. RTE. 4 EAST,8700,96000,92300,9400,100000,94000
2019,10,99,SJ,18.022,JCT. RTE. 26 WEST,9500,100000,94000,9700,104000,96000
2019,10,99,SJ,18.683,JCT. RTE. 4 WEST,9700,114000,105000,8500,108000,95000
2019,10,99,SJ,19.29,JCT. RTE. 26 EAST,8500,108000,95000,14000,140000,139000
2019,10,99,SJ,20.336,JCT. RTE. 88 NORTHEAST,10000,113000,99000,15400,125000,124000
2019,10,99,SJ,20.876,CHEROKEE ROAD ,11500,101000,92000,13800,118000,117000
2019,10,99,SJ,21.674,WILSON WAY,9700,89000,82000,13300,134000,133000
2019,10,99,SJ,22.922,HAMMER LANE,7300,86000,81000,7100,76000,73000
2019,10,99,SJ,24.033,MORADA LANE,6200,77000,75000,8200,81000,80000
2019,10,99,SJ,29.004,SOUTH LODI ,6500,85000,79000,7200,74000,71000
2019,10,99,SJ,29.499,"LODI, JCT. RTE. 12 WEST",4850,79000,75000,7500,95000,94000
2019,10,99,SJ,30.974,"LODI, JCT. RTE. 12 EAST",6100,78000,76000,7800,104000,86000
2019,10,99,SJ,31.578,"LODI, TURNER ROAD",5100,79000,75000,6100,81000,67000
2019,10,99,SJ,32.573,WOODBRIDGE ROAD,5200,74000,71000,5200,67000,66000
2019,10,99,SJ,33.573,ACAMPO ROAD ,5300,68000,66000,5300,68000,66000
2019,10,99,SJ,35.597,JAHANT ROAD,5100,67000,66000,5300,69000,68000
2019,3,99,SAC,0.33,"GALT, FRONTAGE ROAD CONNECTION",6100,80000,75800,6000,78000,75000
2019,3,99,SAC,0.792,"GALT, C STREET ",6000,78000,75000,6200,81000,78000
2019,3,99,SAC,1.566,"GALT, SIMMERHORN ROAD ",6200,81000,78000,5900,77000,75000
2019,3,99,SAC,1.88,"GALT, PRINGLE AVENUE CONNECTION",5900,77000,75000,6100,77000,77000
2019,3,99,SAC,2.7,WALNUT STREET CONNECTION,6100,77000,77000,6000,77000,75000
2019,3,99,SAC,3.525,JCT. RTE. 104 EAST,6000,77000,75000,6400,85000,80300
2019,3,99,SAC,4.39,MINGO ROAD CONNECTION,6300,85000,80300,6300,85000,80300
2019,3,99,SAC,6.008,ARNO ROAD,6300,85000,80300,6500,86000,81400
2019,3,99,SAC,7.363,DILLARD ROAD ,6500,86000,81400,6300,89000,84000
2019,3,99,SAC,8.96,ESCHINGER ROAD,6300,89000,84000,6300,88000,82300
2019,3,99,SAC,10.07,GRANT LINE ROAD,6400,89000,82300,6100,82000,77000
2019,3,99,SAC,12.761,ELK GROVE BOULEVARD,6100,82000,77000,8600,118000,112000
2019,3,99,SAC,13.838,LAGUNA BOULEVARD/ BOND ROAD,8600,118000,112000,11200,141000,133000
2019,3,99,SAC,14.869,SHELDON ROAD ,11200,141000,133000,11500,152000,142000
2019,3,99,SAC,15.9,CALVINE ROAD,11500,152000,142000,11700,171000,159000
2019,3,99,SAC,17.242,"SACRAMENTO, STOCKTON BOULEVARD",11800,170000,159000,10100,146000,140500
2019,3,99,SAC,17.656,"SACRAMENTO, MACK ROAD",10100,146000,140500,13800,193000,186300
2019,3,99,SAC,19.612,FLORIN ROAD,13800,193000,186300,14000,202000,196000
2019,3,99,SAC,20.859,47TH AVENUE ,14000,202000,196000,18200,223000,213000
2019,3,99,SAC,21.573,MARTIN LUTHER KING JR. BOULEVARD ,18200,223000,213000,17400,219000,209000
2019,3,99,SAC,21.944,"SACRAMENTO, FRUITRIDGE ROAD",17400,219000,209000,20000,232000,221000
2019,3,99,SAC,23.128,"SACRAMENTO, 12TH AVENUE",20000,232000,221000,16300,238000,235300
2019,3,99,SAC,33.364,ELKHORN BOULEVARD,5900,66000,62100,4900,51000,48700
2019,3,99,SAC,35.37,ELVERTA ROAD,4900,51000,48700,4500,48000,45500
2019,3,99,SUT,0.95,RIEGO ROAD,4500,48000,45500,3200,37800,35200
2019,3,99,SUT,8.07,JCT. RTE. 70 NORTH,3200,39000,35900,1600,17700,16600
2019,3,99,SUT,11.975,GARDEN HIGHWAY,1550,16600,16200,1550,16600,16500
2019,3,99,SUT,12.029,FEATHER RIVER BRIDGE,1800,19000,18300,1800,19000,18300
2019,3,99,SUT,13.678,SACRAMENTO AVENUE,1550,16600,16500,1550,17000,16700
2019,3,99,SUT,20.051,JCT. RTE. 113,1600,17900,16700,1850,21100,19500
2019,3,99,SUT,25.62,OSWALD ROAD,1850,21100,19500,1900,22300,21200
2019,3,99,SUT,26.12,BARRY ROAD,1900,22300,21200,2100,23600,22600
2019,3,99,SUT,27.65,BOGUE ROAD,2050,24400,22700,2400,28500,27000
2019,3,99,SUT,28.67,"YUBA CITY, LINCOLN ROAD",2450,29500,27500,2900,36500,33800
2019,3,99,SUT,29.67,FRANKLIN ROAD,2900,36500,34200,3000,37500,35700
2019,3,99,SUT,30.03,"YUBA CITY, BRIDGE STREET",3000,37500,35700,2800,35500,33500
2019,3,99,SUT,30.39,"YUBA CITY, ONSTOTT ROAD CONNECTION",2800,35500,33500,2800,35500,33500
2019,3,99,SUT,30.629,"YUBA CITY, JCT. RTE. 20",2800,3550,33500,2000,24400,22800
2019,3,99,SUT,31.311,"YUBA CITY, QUEENS AVENUE ",2000,24400,22800,1750,19700,18800
2019,3,99,SUT,33.95,EAGER ROAD ,1750,19700,18800,1800,19900,19100
2019,3,99,SUT,35.96,ENCINAL ROAD/LIVE OAK BOULEVARD,1800,19900,19100,1800,21800,20400
2019,3,99,SUT,40.25,"LIVE OAK, PENNINGTON ROAD",1650,21100,19100,1650,21100,19400
2019,3,99,BUT,2.79,LIVE OAK GRIDLEY ROAD,1700,18700,17300,1950,20700,19700
2019,3,99,BUT,3.746,ARCHER AVENUE,1950,20700,19700,2000,21700,20200
2019,3,99,BUT,4.121,"GRIDLEY, WILSON STREET",2000,21700,20200,2400,25000,23900
2019,3,99,BUT,4.38,"GRIDLEY, SPRUCE STREET",2400,25000,23900,1450,16600,15800
2019,3,99,BUT,7.69,BIGGS HIGHWAY,1400,15700,14400,1200,13500,12400
2019,3,99,BUT,11.159,JCT. RTE. 162 WEST,1150,13000,12000,1200,13100,12000
2019,3,99,BUT,13.161,JCT. RTE. 162 EAST,1200,13100,12100,1050,13400,13100
2019,3,99,BUT,16.19,NELSON SHIPPEE ROAD,1050,11800,10900,1050,11800,10900
2019,3,99,BUT,22.538,JCT. RTE 149,1050,11800,10900,2700,29000,27100
2019,3,99,BUT,23.863,PENTZ ROAD ,3000,32000,29400,3300,35000,33200
2019,3,99,BUT,26.04,NEAL HIGHWAY,3300,35000,33200,3700,41500,39000
2019,3,99,BUT,30.603,"CHICO, SKYWAY OVERCROSSING",3700,41500,39000,5500,64000,60000
2019,3,99,BUT,31.498,EAST 20TH STREET ,5500,64000,60000,7400,79000,76000
2019,3,99,BUT,32.445,"CHICO, JCT. RTE. 32 EAST",7400,79000,76000,7900,90000,88000
2019,3,99,BUT,33.282,"CHICO, EAST FIRST AVENUE ",7900,90000,88000,6300,70000,66400
2019,3,99,BUT,34.245,"CHICO, COHASSET HIGHWAY",6300,70000,66400,4600,49000,46500
2019,3,99,BUT,34.927,EAST AVENUE ,4600,49000,46500,3250,35000,33500
2019,3,99,BUT,36.305,EATON AVENUE,3250,35000,33500,2050,22200,21200
2019,3,99,BUT,38.79,WILSON LANDING ROAD,2050,22200,21200,1750,19100,18100
2019,3,99,BUT,40.22,KEEFER ROAD,1750,19100,18100,1400,15200,14300
2019,3,99,BUT,44.32,BROYLES ROAD,1400,15200,14300,1400,15100,14000
2019,2,99,TEH,4.491,SOUTH AVENUE,1650,18200,16800,790,10300,9700
2019,2,99,TEH,5.42,VINA ROAD,880,9600,9000,890,9900,9300
2019,2,99,TEH,11.181,SHERMAN STREET,1200,10900,10100,1200,10900,10100
2019,2,99,TEH,12.308,ARAMAYO WAY,1100,14600,13500,1000,11400,10700
2019,2,99,TEH,19.517,KAUFMAN AVENUE,870,9800,9300,1150,12500,12000
2019,7,101,LA,0.624,"LOS ANGELES, FOURTH STREET ",9100,139000,136000,8000,126000,123000
2019,7,101,LA,0.907,"LOS ANGELES, FIRST STREET ",8000,126000,123000,7700,124000,122000
2019,7,101,LA,0.387,"LOS ANGELES, VIGNES STREET ",13700,215000,211000,13200,212000,208000
2019,7,101,LA,0.82,"LOS ANGELES, ALAMEDA/ LOS ANGELES STREETS ",13200,212000,208000,12500,203000,200000
2019,7,101,LA,1.007,"LOS ANGELES, SPRING STREET ",12500,203000,200000,13400,220000,217000
2019,7,101,LA,1.569,"LOS ANGELES, JCT. RTE. 110",13400,220000,217000,15700,267000,264000
2019,7,101,LA,2.483,"LOS ANGELES, GLENDALE BOULEVARD ",15700,267000,264000,15300,262000,258000
2019,7,101,LA,2.857,"LOS ANGELES, JCT. RTE. 2 NORTHEAST",15300,262000,258000,15900,270000,266000
2019,7,101,LA,3.342,"LOS ANGELES, BENTON WAY/RAMPART STREET",15900,270000,266000,15700,264000,260000
2019,7,101,LA,3.76,"LOS ANGELES, SILVER LAKE BOULEVARD ",15700,264000,260000,14500,260000,254000
2019,7,101,LA,4.397,"LOS ANGELES, VERMONT AVENUE ",14500,260000,254000,13500,239000,233000
2019,7,101,LA,4.851,"LOS ANGELES, MELROSE AVENUE ",13500,239000,233000,13000,229000,223000
2019,7,101,LA,5.554,"LOS ANGELES, JCT. RTE. 2 WEST",13000,229000,223000,11600,201000,196000
2019,7,101,LA,5.812,"LOS ANGELES, WESTERN AVENUE ",11600,201000,196000,13000,222000,217000
2019,7,101,LA,6.38,"LOS ANGELES, SUNSET/HOLLYWOOD BOULEVARDS ",13000,222000,217000,11900,200000,196000
2019,7,101,LA,6.912,"LOS ANGELES, GOWER STREET/ARGYLE AVENUE ",11900,200000,196000,12800,213000,208000
2019,7,101,LA,7.459,"LOS ANGELES, CAHUENGA BOULEVARD ",12800,213000,208000,14100,231000,226000
2019,7,101,LA,7.84,"LOS ANGELES, HIGHLAND AVENUE ",14100,231000,226000,17000,279000,269000
2019,7,101,LA,9.221,"LOS ANGELES, BARHAM BOULEVARD ",17000,279000,269000,15900,257000,248000
2019,7,101,LA,10.343,"LOS ANGELES, LANKERSHIM/VENTURA BOULEVARDS ",15900,257000,248000,16000,255000,247000
2019,7,101,LA,11.112,"LOS ANGELES, VINELAND AVENUE ",16000,255000,247000,15000,244000,237000
2019,7,101,LA,11.747,"LOS ANGELES, JCT. RTES. 134/170",7500,122000,119000,8700,139000,137000
2019,7,101,LA,11.747,"LOS ANGELES, JCT. RTES. 134/170",7500,122000,119000,8700,139000,137000
2019,7,101,LA,12.852,"LOS ANGELES, LAUREL CANYON BOULEVARD ",17400,278000,274000,17500,279000,274000
2019,7,101,LA,13.878,"LOS ANGELES, COLDWATER CANYON AVENUE ",17500,279000,274000,17900,281000,277000
2019,7,101,LA,14.885,"LOS ANGELES, WOODMAN AVENUE ",17900,281000,277000,18700,291000,286000
2019,7,101,LA,15.908,"LOS ANGELES, VAN NUYS BOULEVARD ",18700,291000,286000,19800,305000,300000
2019,7,101,LA,17.17,"LOS ANGELES, JCT. RTE. 405",9900,153000,150000,14200,160000,159000
2019,7,101,LA,17.17,"LOS ANGELES, JCT. RTE. 405",9900,153000,150000,14200,160000,159000
2019,7,101,LA,18.607,"LOS ANGELES, HAVENHURST AVENUE ",28500,320000,318000,27000,309000,305000
2019,7,101,LA,19.217,"LOS ANGELES, BALBOA BOULEVARD ",27000,309000,305000,26500,308000,304000
2019,7,101,LA,20.225,"LOS ANGELES, WHITE OAK AVENUE ",26500,308000,304000,26500,299000,293000
2019,7,101,LA,21.252,"LOS ANGELES, RESEDA BOULEVARD ",26500,299000,293000,26000,290000,284000
2019,7,101,LA,22.254,"LOS ANGELES, TAMPA AVENUE ",26000,290000,284000,25500,279000,272000
2019,7,101,LA,23.264,"LOS ANGELES, WINNETKA AVENUE ",25500,279000,272000,25500,279000,272000
2019,7,101,LA,24.311,"LOS ANGELES, DE SOTO AVENUE ",24900,269000,262000,24900,264000,256000
2019,7,101,LA,24.851,"LOS ANGELES, CANOGA AVENUE ",24900,264000,256000,22600,236000,228000
2019,7,101,LA,25.337,"LOS ANGELES, JCT. RTE. 27",22600,236000,228000,14400,212000,205000
2019,7,101,LA,25.755,"LOS ANGELES, VENTURA BOULEVARD ",14400,212000,205000,14500,209000,202000
2019,7,101,LA,26.86,"LOS ANGELES, WOODLAKE AVENUE ",14500,209000,202000,15200,216000,208000
2019,7,101,LA,27.364,"LOS ANGELES, MULHOLLAND DRIVE ",15200,216000,208000,14200,200000,193000
2019,7,101,LA,28.287,"CALABASAS, PARKWAY CALABASAS ",14200,200000,193000,13700,190000,182000
2019,7,101,LA,31.058,"CALABASAS, LAS VIRGENES CANYON ROAD ",13700,190000,182000,12200,173000,162000
2019,7,101,LA,31.917,"CALABASAS, LOST HILLS ROAD ",12200,173000,162000,12700,177000,166000
2019,7,101,LA,32.79,"AGOURA HILLS, LIBERTY CANYON ROAD ",12700,177000,166000,13000,178000,168000
2019,7,101,LA,33.688,"AGOURA HILLS, CHESEBRO/PALO COMADO CANYON ROADS ",13000,178000,168000,12700,172000,162000
2019,7,101,LA,35.035,"AGOURA HILLS, KANAN ROAD ",12700,172000,162000,12700,167000,160000
2019,7,101,LA,36.18,"AGOURA HILLS, REYES ADOBE ROAD ",12700,167000,160000,12700,167000,160000
2019,7,101,LA,37.536,"WESTLAKE VILLAGE, LINDERO CANYON ROAD ",12700,167000,160000,11700,184000,168000
2019,7,101,VEN,0.701,"THOUSAND OAKS, JCT. RTE. 23 SOUTH ",11700,184000,168000,16400,181000,176000
2019,7,101,VEN,1.622,"THOUSAND OAKS, HAMPSHIRE ROAD ",16400,181000,176000,18300,199000,193000
2019,7,101,VEN,3.107,"THOUSAND OAKS, JCT. RTE. 23 NORTH",18300,199000,193000,18200,196000,192000
2019,7,101,VEN,4.06,"THOUSAND OAKS, MOORPARK ROAD ",18200,196000,192000,18100,192000,187000
2019,7,101,VEN,5.046,"THOUSAND OAKS, LYNN ROAD ",18100,192000,187000,13200,184000,180000
2019,7,101,VEN,6.186,"THOUSAND OAKS, VENTU PARK ROAD ",13200,184000,180000,11900,165000,161000
2019,7,101,VEN,7.017,"THOUSAND OAKS, BORCHARD ROAD ",11900,165000,161000,10800,147000,145000
2019,7,101,VEN,7.885,"THOUSAND OAKS, WENDY DRIVE ",10800,147000,145000,10400,141000,132000
2019,7,101,VEN,10.738,"CAMARILLO, CAMARILLO SPRINGS ROAD ",10400,141000,132000,10300,140000,132000
2019,7,101,VEN,12.298,"CAMARILLO, PLEASANT VALLEY ROAD ",10300,140000,132000,10500,144000,136000
2019,7,101,VEN,13.848,"CAMARILLO, JCT. RTE. 34, LEWIS ROAD ",10500,144000,136000,11100,152000,144000
2019,7,101,VEN,14.801,"CAMARILLO, CARMEN DRIVE ",11100,152000,144000,10900,149000,142000
2019,7,101,VEN,15.888,"CAMARILLO, LAS POSAS ROAD ",10900,149000,142000,11300,154000,147000
2019,7,101,VEN,17.747,"CAMARILLO, CENTRAL AVENUE ",11300,154000,147000,10900,149000,141000
2019,7,101,VEN,19.172,"OXNARD, ALMOND DRIVE ",10900,149000,141000,10600,143000,136000
2019,7,101,VEN,20.077,"OXNARD, SANTA CLARA/RICE AVENUES ",10600,143000,136000,10000,136000,129000
2019,7,101,VEN,21.01,"OXNARD, ROSE AVENUE ",10000,136000,129000,10800,146000,139000
2019,7,101,VEN,22.006,"OXNARD, JCT. RTE. 232",10800,146000,139000,9800,133000,129000
2019,7,101,VEN,22.729,"OXNARD, JCT. RTE. 1 SOUTH",9800,133000,129000,11500,155000,150000
2019,7,101,VEN,23.45,"VENTURA, JOHNSON DRIVE ",11500,155000,150000,10100,137000,132000
2019,7,101,VEN,24.645,"VENTURA, VICTORIA AVENUE ",10100,137000,132000,9500,130000,125000
2019,7,101,VEN,25.966,"VENTURA, TELEPHONE ROAD ",9500,130000,125000,7500,101000,96000
2019,7,101,VEN,26.39,"VENTURA, JCT. RTE. 126",7500,101000,96000,9800,134000,128000
2019,7,101,VEN,28.452,"VENTURA, SEAWARD AVENUE ",9800,134000,128000,9900,132000,124000
2019,7,101,VEN,29.45,"VENTURA, VISTA DEL MAR DRIVE ",9900,132000,124000,9900,128000,121000
2019,7,101,VEN,30.147,"VENTURA, CALIFORNIA STREET ",9900,128000,121000,8500,107000,101000
2019,7,101,VEN,30.906,"VENTURA, JCT. RTE. 33",8500,107000,101000,6000,81000,75000
2019,7,101,VEN,32.7,"SOLIMAR BEACH, SOUTH JCT. RTE. 1",6000,81000,75000,5800,76000,71000
2019,7,101,VEN,38.976,"SEACLIFF, NORTH JCT. RTE. 1",5800,76000,71000,5900,76000,72000
2019,5,101,SB,0.634,JCT. RTE. 150 EAST,7400,82000,75300,6100,71000,66000
2019,5,101,SB,1.622,EL RINCON ,6000,78000,70900,6100,80000,72000
2019,5,101,SB,2.64,"CARPINTERIA, CASITAS PASS ROAD",6100,80000,72000,5500,72000,65500
2019,5,101,SB,3.059,"CARPINTERIA, LINDEN AVENUE ",5500,72000,65500,5900,77000,69200
2019,5,101,SB,3.773,"CARPINTERIA, SANTA MONICA ROAD ",5900,77000,69200,5500,71000,64500
2019,5,101,SB,5.283,SOUTH PADARO LANE ,5600,73000,65800,5400,71000,63900
2019,5,101,SB,7.138,PADARO LANE ,5400,71000,63900,5400,70000,63500
2019,5,101,SB,8.264,EVANS AVENUE ,5400,70000,63500,5300,69000,62200
2019,5,101,SB,9.003,"MONTECITO, SHEFFIELD DRIVE",4700,63000,59600,5200,69000,63300
2019,5,101,SB,10.023,SAN YSIDRO ROAD ,4700,69000,63300,5100,75000,68800
2019,5,101,SB,10.536,OLIVE MILL ROAD ,5100,75000,68800,5300,71000,64700
2019,5,101,SB,11.407,"SANTA BARBARA, JCT. RTE. 225 WEST",6700,70000,63800,6700,89000,81300
2019,5,101,SB,12.754,"SANTA BARBARA, JCT. RTE. 144",6800,90000,82300,7900,105000,95900
2019,5,101,SB,13.485,"SANTA BARBARA, GARDEN STREET",7900,105000,95900,8300,111000,101000
2019,5,101,SB,14.187,"SANTA BARBARA, CASTILLO STREET ",8300,111000,101000,9200,123000,112000
2019,5,101,SB,14.758,"SANTA BARBARA, CARRILLO STREET ",9200,123000,112000,10500,139000,127000
2019,5,101,SB,15.733,"SANTA BARBARA, MISSION STREET ",10600,140000,128000,11000,147000,134000
2019,5,101,SB,16.552,"SANTA BARBARA, JCT. RTE. 225 SOUTHEAST",11100,144000,141000,10800,139000,134000
2019,5,101,SB,17.784,LA CUMBRE ROAD ,10800,138000,133000,10800,138000,133000
2019,5,101,SB,18.364,JCT. RTE. 154,11300,144000,139000,9800,124000,120000
2019,5,101,SB,18.924,EL SUENO ROAD,9800,124000,120000,9800,125000,121000
2019,5,101,SB,20.062,TURNPIKE ROAD ,9800,125000,121000,9500,121000,117000
2019,5,101,SB,21.414,JCT. RTE. 217 SOUTH,9600,121000,117000,7100,90000,86800
2019,5,101,SB,22.533,FAIRVIEW AVENUE ,7100,90000,86800,6300,80000,77100
2019,5,101,SB,23.711,LOS CARNEROS ROAD,6300,80000,77100,5600,72000,69200
2019,5,101,SB,24.762,STORKE ROAD,5400,73000,69300,3300,40500,38700
2019,5,101,SB,26.907,HOLLISTER AVENUE,3300,40500,38700,2700,33000,30900
2019,5,101,SB,33.852,EL CAPITAN BEACH STATE PARK ,2600,32000,30400,2600,31000,29600
2019,5,101,SB,48.847,"LAS CRUCES, JCT. RTE. 1 NORTHWEST",2900,31500,29200,1700,18900,17700
2019,5,101,SB,56.463,SANTA ROSA ROAD ,1700,18900,17700,1700,18600,17400
2019,5,101,SB,57.117,"BUELLTON, JCT. RTE. 246",1700,18600,17400,1900,20900,19500
2019,5,101,SB,57.552,NORTH BUELLTON ,1900,20900,19500,2400,26000,24300
2019,5,101,SB,62.671,"ZACA, JCT. RTE. 154 EAST",1900,26000,24300,3100,34500,32100
2019,5,101,SB,70.921,"LOS ALAMOS, JCT. RTE. 135 NORTHWEST",3100,34500,32100,2600,33000,30400
2019,5,101,SB,82.183,"SANTA MARIA, CLARK AVENUE",3000,33000,30600,4000,45500,41900
2019,5,101,SB,84.336,SOUTH SANTA MARIA ,5100,60000,55000,4900,58000,53700
2019,5,101,SB,86.588,BETTERAVIA ROAD,4900,58000,53700,5800,69000,63600
2019,5,101,SB,87.603,EAST STOWELL ROAD,5800,69000,63600,6100,73000,67100
2019,5,101,SB,88.601,"SANTA MARIA, JCT. RTE. 166 WEST",6100,73000,67100,6100,72000,66100
2019,5,101,SB,89.693,"SANTA MARIA, DONOVAN ROAD ",6100,72000,66100,5800,68000,63200
2019,5,101,SB,90.749,JCT. RTE. 135 SOUTH,5800,68000,63200,6900,81000,74900
2019,5,101,SLO,0.813,JCT. RTE. 166 EAST,7400,82000,75300,6100,71000,66000
2019,5,101,SLO,4.851,TEFFT STREET ,6100,72000,66000,6200,74000,67200
2019,5,101,SLO,7.851,LOS BERROS ROAD ,6200,74000,67400,6100,73000,66400
2019,5,101,SLO,12.521,"ARROYO GRANDE, BRIDGE STREET ",6100,73000,66400,5400,65000,59300
2019,5,101,SLO,13.173,"ARROYO GRANDE, JCT. RTE. 227 NORTH",5700,69000,62600,5900,70000,63900
2019,5,101,SLO,13.747,"ARROYO GRANDE, BRISCO ROAD ",5900,70000,63900,6100,72000,66100
2019,5,101,SLO,14.613,"PISMO BEACH, OAK PARK ROAD ",6100,72000,66100,6400,77000,69900
2019,5,101,SLO,15.579,"PISMO BEACH, PISMO OAKS ",6300,76000,69100,7100,85000,77700
2019,5,101,SLO,16.398,"PISMO BEACH, SOUTH PISMO BEACH",7800,93000,84900,5900,71000,64500
2019,5,101,SLO,17.756,"PISMO BEACH, JCT. RTE. 1 SOUTH",6000,76000,69800,6200,76000,70900
2019,5,101,SLO,19.812,NORTH SHELL BEACH ,6100,74000,68900,6300,76000,71200
2019,5,101,SLO,21.105,AVILA ROAD ,6300,76000,71200,6000,73000,68200
2019,5,101,SLO,22.289,NORTH AVILA ROAD ,6000,73000,68200,6700,81000,76300
2019,5,101,SLO,24.296,SANTA FE,6700,81000,76300,6400,77000,72600
2019,5,101,SLO,25.911,"SAN LUIS OBISPO, LOS OSOS ROAD",8400,77000,72600,6400,75000,71400
