DI,RTE,CO,PM,CS,LEG,YR,AM_DIR,AM_WAY_PHV,AM_K_FACTOR_AMT,AM_D_FACTOR_AMT,AM_KD_FACTOR,AM_HOUR,AM_DAY,AM_MONTH,PM_DIR,PM_WAY_PHV,PM_K_FACTOR_AMT,PM_D_FACTOR_AMT,PM_KD_FACTOR,PM_HOUR,PM_DAY,PM_MONTH,YEAR,,
3,50,ED,78.42,385,A,20,E,1427,9.85,54.99,5.41,10,SUN,JUL,W,1464,10.61,52.36,5.55,15,WED,JUL,2020,,
3,50,ED,80.439,387,O,19,W,1366,9.12,53.01,4.84,12,SUN,JUN,E,1591,10.88,51.76,5.63,17,FRI,AUG,2020,,
3,51,SAC,3.357,430,B,20,S,6281,6.37,55.67,3.55,6,TUE,NOV,S,5700,6.34,50.74,3.22,13,SUN,NOV,2020,,
3,51,SAC,4.061,432,A,20,S,7062,7.07,64.93,4.59,6,THU,MAR,N,6888,7.61,58.81,4.48,17,FRI,JUN,2020,,
3,51,SAC,7.969,433,A,20,S,4866,6.84,55.16,3.77,7,THU,SEP,N,5688,7.24,60.94,4.41,16,TUE,JUL,2020,,
11,52,SD,5.494,725,B,20,W,5219,10.77,61.26,6.6,7,WED,DEC,E,5237,10.44,63.45,6.62,14,FRI,DEC,2020,,
11,52,SD,5.494,726,A,20,W,6015,10.28,65.08,6.69,7,WED,DEC,E,5698,10.48,60.48,6.34,14,FRI,FEB,2020,,
11,52,SD,13.273,729,B,20,W,4854,9.87,62.08,6.13,7,TUE,FEB,E,4519,8.93,63.92,5.7,15,FRI,FEB,2020,,
11,52,SD,13.273,730,A,20,W,3950,6.64,83.81,5.57,5,WED,FEB,E,4548,9.51,67.37,6.41,16,THU,OCT,2020,,
11,52,SD,14.962,732,B,20,W,3937,7.42,73.38,5.45,6,WED,MAR,E,4506,9.47,65.85,6.23,15,MON,JAN,2020,,
11,52,SD,15.829,733,O,20,W,3187,7.39,58.09,4.29,7,TUE,SEP,E,4155,9.66,57.9,5.59,16,WED,OCT,2020,,
11,52,SD,16.735,734,O,20,W,3043,6.27,69.05,4.33,6,THU,OCT,E,3936,9.41,59.53,5.6,15,MON,OCT,2020,,
1,53,LAK,5.15,728,A,20,N,408,9.14,52.78,4.82,12,FRI,SEP,N,463,10.16,53.84,5.47,15,FRI,JAN,2020,,
1,53,LAK,7.413,729,B,18,N,357,8.26,75.64,6.25,12,FRI,JUN,N,396,9.42,73.61,6.93,14,FRI,MAR,2020,,
11,54,SD,1.88,814,A,20,W,6744,8.43,62.64,5.28,7,MON,OCT,E,5975,8.63,54.25,4.68,16,WED,OCT,2020,,
11,54,SD,4.207,815,B,20,W,6361,8.92,61.97,5.53,7,MON,NOV,E,5395,9,52.08,4.69,15,THU,FEB,2020,,
11,54,SD,4.207,816,A,20,W,5884,9.31,60.01,5.59,7,WED,NOV,W,5001,9.31,51.02,4.75,16,FRI,OCT,2020,,
11,54,SD,4.994,743,A,20,W,5619,9.8,57.44,5.63,7,WED,FEB,W,4890,9.54,51.33,4.9,15,THU,FEB,2020,,
11,54,SD,12.257,890,B,20,W,819,7.46,56.29,4.2,11,SAT,AUG,W,964,8.99,54.93,4.94,16,THU,JUN,2020,,
12,55,ORA,3.776,910,B,20,N,5906,8.17,59.36,4.85,8,TUE,FEB,S,5425,7.44,59.89,4.45,16,FRI,NOV,2020,,
12,55,ORA,7.5,190,A,20,S,7442,8.52,56.06,4.78,8,TUE,FEB,S,6667,5.32,80.44,4.28,14,SAT,JAN,2020,,
11,56,SD,0.309,751,A,20,W,5399,11.09,70.14,7.78,8,TUE,NOV,E,4503,10.41,62.33,6.49,14,FRI,OCT,2020,,
11,56,SD,0.82,752,A,20,W,4933,11.68,65.95,7.7,7,THU,NOV,E,4097,9.93,64.41,6.39,15,MON,OCT,2020,,
11,56,SD,3.103,755,A,20,W,3539,11.86,58.46,6.93,7,WED,OCT,E,2766,8.37,64.75,5.42,17,THU,FEB,2020,,
11,56,SD,3.103,750,B,20,W,4133,12.81,55.62,7.13,7,TUE,OCT,E,2905,8.4,59.6,5.01,17,TUE,OCT,2020,,
11,56,SD,7.562,757,B,20,W,4204,10.73,67.83,7.28,7,THU,OCT,E,3923,10.74,63.22,6.79,15,WED,DEC,2020,,
11,56,SD,8.54,759,A,20,W,3212,10.31,59.65,6.15,7,FRI,OCT,E,3030,10.14,57.19,5.8,14,FRI,OCT,2020,,
11,56,SD,8.54,758,B,20,W,3512,10.26,58.97,6.05,7,THU,OCT,E,3809,10.29,63.79,6.56,15,WED,OCT,2020,,
7,57,LA,6.85,97,B,20,S,2959,8.68,52.83,4.59,7,THU,OCT,S,3666,11.11,51.14,5.68,16,WED,OCT,2020,,
6,58,KER,15.41,71,B,18,E,19,14.12,79.17,11.18,10,SAT,MAY,E,21,17.65,70,12.35,16,MON,MAY,2020,,
6,58,KER,15.42,72,A,18,W,194,18.76,91.94,17.24,5,TUE,NOV,E,176,18.49,84.62,15.64,16,TUE,NOV,2020,,
6,58,KER,28.75,75,A,18,W,567,14.44,85.91,12.4,5,TUE,MAY,E,533,14.5,80.39,11.66,16,THU,MAY,2020,,
6,58,KER,57.412,332,A,18,W,2381,7.78,53.92,4.19,7,WED,FEB,W,2614,8.56,53.81,4.61,15,THU,MAY,2020,,
6,58,KER,69.747,77,B,18,E,1087,7.87,54.16,4.26,11,FRI,NOV,W,1143,8.7,51.51,4.48,15,FRI,AUG,2020,,
9,58,KER,77.252,974,O,20,E,996,7.29,56.66,4.13,12,FRI,SEP,E,1177,9.41,51.85,4.88,15,FRI,SEP,2020,,
6,58,KER,77.252,974,O,20,E,996,7.29,56.66,4.13,12,FRI,SEP,E,1177,9.41,51.85,4.88,15,FRI,SEP,2020,,
9,58,KER,94.19,902,A,20,E,1127,9.22,53.8,4.96,12,TUE,NOV,E,1211,9.33,57.1,5.33,14,FRI,SEP,2020,,
9,58,KER,111.13,910,A,20,E,612,7.67,60.12,4.61,12,FRI,SEP,W,711,8.47,63.26,5.36,15,MON,SEP,2020,,
9,58,KER,142.878,953,A,20,W,778,9.35,58.15,5.44,12,SUN,SEP,E,905,9.31,67.94,6.33,16,FRI,NOV,2020,,
7,60,LA,20.92,102,A,19,W,9125,6.36,51.47,3.27,11,SAT,DEC,W,9236,6.17,53.71,3.31,18,SUN,APR,2020,,
7,60,LA,29.392,671,A,20,E,5110,6.83,51.88,3.54,12,SAT,NOV,E,5756,7.25,55.08,3.99,17,SAT,NOV,2020,,
8,60,SBD,0,981,A,20,W,7511,6.71,55.35,3.71,7,THU,FEB,W,7674,6.87,55.22,3.79,17,FRI,FEB,2020,,
8,60,RIV,5.575,760,A,20,E,5681,7.97,50.81,4.05,7,WED,MAR,E,6038,7.99,53.9,4.3,15,FRI,OCT,2020,,
8,60,RIV,12.212,804,A,20,E,5669,7.5,57.54,4.31,12,SAT,FEB,E,6154,7.17,65.35,4.68,17,TUE,FEB,2020,,
8,60,RIV,30.495,863,B,20,W,2244,8.88,58.11,5.16,12,SUN,JUL,W,2316,9.09,58.6,5.33,15,SUN,SEP,2020,,
8,62,RIV,0,932,A,20,W,1155,8.37,63.92,5.35,11,SUN,SEP,E,1171,9.9,54.77,5.42,14,FRI,MAR,2020,,
8,62,SBD,12.404,845,A,20,E,1230,10.22,51.21,5.24,11,TUE,DEC,W,1217,9.92,52.21,5.18,13,FRI,OCT,2020,,
8,62,SBD,34.223,934,B,20,E,229,9.78,53.76,5.25,11,SUN,FEB,W,259,9.96,59.68,5.94,15,MON,FEB,2020,,
8,62,RIV,84.965,620,B,20,W,39,15.94,53.43,8.52,12,FRI,FEB,W,40,15.94,54.8,8.73,13,SUN,AUG,2020,,
6,63,TUL,0,21,A,20,N,898,7.74,55.57,4.3,12,SAT,DEC,S,1198,10.29,55.72,5.73,17,FRI,DEC,2020,,
6,63,TUL,4.01,78,B,20,N,901,8.91,55.24,4.92,12,SUN,DEC,S,1140,10.77,57.84,6.23,16,WED,DEC,2020,,
6,63,TUL,7.97,79,B,20,N,1401,9.76,52.02,5.08,12,THU,MAR,N,1452,9.42,55.91,5.26,13,THU,MAR,2020,,
6,63,TUL,15.11,81,A,20,S,349,8.36,59.15,4.95,12,SAT,DEC,S,361,9.03,56.67,5.12,13,SUN,MAR,2020,,
6,63,TUL,23.572,82,B,20,N,615,9.49,55.81,5.29,7,FRI,DEC,S,646,10.18,54.61,5.56,15,FRI,MAR,2020,,
6,63,TUL,25.55,83,A,20,N,110,7.37,73.33,5.41,5,TUE,JUN,S,121,9.83,60.5,5.95,16,WED,DEC,2020,,
6,65,KER,0,20,A,20,N,875,8.72,61.97,5.4,6,TUE,JAN,S,1017,9.9,63.4,6.28,15,MON,OCT,2020,,
6,65,KER,2.9,188,B,20,N,609,9.3,66.63,6.19,6,WED,NOV,S,596,9.79,61.95,6.06,15,MON,NOV,2020,,
6,65,KER,11.86,662,B,20,N,435,9.08,59.67,5.42,5,TUE,MAY,S,467,9.34,62.27,5.82,16,TUE,FEB,2020,,
6,65,KER,23.186,621,B,20,N,428,9.47,62.39,5.91,6,THU,OCT,N,425,9.69,60.54,5.86,15,FRI,JUL,2020,,
6,65,KER,23.186,206,A,20,S,463,9.96,61.73,6.15,5,THU,MAY,N,428,8.76,64.85,5.68,15,TUE,AUG,2020,,
6,65,TUL,14.073,606,A,20,S,895,8.9,81.44,7.25,5,FRI,MAY,N,807,9.63,67.82,6.53,15,WED,MAY,2020,,
6,65,TUL,18.163,85,A,20,S,1457,9.1,58,5.28,7,TUE,NOV,N,1655,9.98,60.03,5.99,16,TUE,NOV,2020,,
6,65,TUL,18.163,410,B,20,S,957,7.47,83.22,6.21,5,WED,AUG,N,962,9.63,64.83,6.24,16,THU,OCT,2020,,
6,65,TUL,20.14,665,A,20,S,1351,10.17,59.86,6.09,7,WED,NOV,N,1242,9.69,57.71,5.59,16,THU,FEB,2020,,
6,65,TUL,30.54,623,A,20,S,706,9.5,53.04,5.04,7,WED,NOV,S,692,9.68,51,4.94,15,TUE,NOV,2020,,
6,65,TUL,30.54,40,B,20,N,1093,8.26,60.39,4.98,8,THU,FEB,S,1031,8.97,52.42,4.7,15,FRI,FEB,2020,,
6,65,TUL,31.546,622,A,20,N,432,9.77,70.59,6.9,5,THU,MAY,S,473,12.22,61.83,7.55,16,TUE,JAN,2020,,
6,65,TUL,39.577,86,B,20,S,569,12.01,55.03,6.61,7,TUE,FEB,S,594,8.57,80.49,6.9,15,THU,NOV,2020,,
3,65,PLA,5.926,288,A,18,S,4380,8.04,51.38,4.13,7,WED,MAY,N,4119,7.66,50.76,3.89,17,WED,MAY,2020,,
3,65,PLA,9.569,291,B,20,S,3248,8.87,52.67,4.67,7,MON,OCT,N,3578,9.73,52.9,5.15,16,THU,NOV,2020,,
3,65,PLA,12.412,279,B,20,N,2883,8.67,65.46,5.67,12,FRI,NOV,N,3814,10.64,70.55,7.51,17,THU,OCT,2020,,
3,65,PLA,15.568,283,A,20,N,952,9.26,51.68,4.78,7,MON,MAR,S,997,9.3,53.86,5.01,15,THU,MAR,2020,,
3,65,PLA,19.442,284,B,20,N,979,9.61,52.1,5,7,THU,JAN,S,995,9.07,56.09,5.09,16,MON,JAN,2020,,
3,65,PLA,19.442,285,A,20,N,972,9.71,51.02,4.96,7,TUE,NOV,S,1000,9.31,54.77,5.1,17,TUE,DEC,2020,,
3,65,PLA,23.168,286,B,20,N,993,9.36,53.47,5.01,8,THU,NOV,S,1012,9.23,55.27,5.1,16,THU,FEB,2020,,
3,65,PLA,23.168,287,A,20,N,1161,9.58,56.25,5.39,8,TUE,DEC,N,1066,8.62,57.4,4.95,15,TUE,SEP,2020,,
3,65,PLA,24.259,303,O,18,S,1078,8.44,51.73,4.36,7,WED,SEP,N,1134,8.8,52.19,4.59,16,FRI,SEP,2020,,
3,65,YUB,0,303,O,18,S,1078,8.44,51.73,4.36,7,WED,SEP,N,1134,8.8,52.19,4.59,16,FRI,SEP,2020,,
3,65,YUB,6.884,294,B,18,S,1057,7.1,69.54,4.94,6,THU,JUN,N,1032,7.98,60.46,4.82,15,MON,JUN,2020,,
3,65,YUB,9.177,295,B,20,S,1294,9.91,56.93,5.64,7,THU,FEB,N,1250,9.49,57.45,5.45,15,WED,DEC,2020,,
11,67,SD,1.118,819,B,19,N,4007,6.98,53.82,3.76,7,TUE,JAN,N,4409,8.21,50.35,4.13,15,THU,NOV,2020,,
11,67,SD,1.951,735,B,20,N,3620,7.98,51.57,4.12,7,THU,OCT,S,4360,9.13,54.3,4.96,16,TUE,OCT,2020,,
11,67,SD,2.149,736,A,20,S,2986,9.04,55.75,5.04,7,TUE,FEB,N,3351,10.44,54.16,5.66,16,TUE,NOV,2020,,
11,67,SD,4.832,820,B,19,S,2696,7.28,59.37,4.32,7,THU,MAY,N,2771,8.36,53.15,4.44,16,TUE,DEC,2020,,
11,67,SD,6.67,821,A,19,N,1415,9.36,67.57,6.33,7,WED,NOV,S,1158,7.85,65.95,5.18,16,MON,NOV,2020,,
11,67,SD,15.2,972,A,20,S,6515,26.24,93.22,24.46,8,FRI,JUN,N,1513,7.96,71.33,5.68,16,MON,AUG,2020,,
11,67,SD,24.376,899,B,20,N,1297,8.96,59.99,5.37,12,THU,OCT,N,1433,9.52,62.36,5.94,13,FRI,NOV,2020,,
5,68,MON,3.948,524,A,20,W,1103,9.28,56.56,5.25,11,FRI,OCT,W,1116,8.39,63.34,5.31,17,THU,OCT,2020,,
5,68,MON,21.074,266,A,20,W,437,6.01,79.17,4.76,6,THU,SEP,E,482,9.93,52.85,5.25,14,FRI,SEP,2020,,
5,68,MON,21.074,265,B,20,E,849,8.1,52.83,4.28,12,FRI,SEP,E,1016,8.59,59.62,5.12,16,WED,AUG,2020,,
3,70,SUT,0.051,610,A,20,W,1453,8.72,68.25,5.95,6,THU,OCT,E,1206,7.84,62.98,4.94,16,WED,NOV,2020,,
3,70,SUT,8.298,614,O,20,W,1086,7.91,59.18,4.68,6,WED,SEP,E,1195,8.41,61.22,5.15,16,WED,AUG,2020,,
3,70,YUB,0,614,O,20,W,1086,7.91,59.18,4.68,6,WED,SEP,E,1195,8.41,61.22,5.15,16,WED,AUG,2020,,
3,70,YUB,7.345,616,B,18,W,1068,7.66,65.48,5.02,6,MON,SEP,E,1049,8.73,56.43,4.93,16,FRI,SEP,2020,,
3,70,YUB,9.282,617,B,20,W,2073,9.21,51,4.7,7,THU,OCT,E,2275,9.12,56.51,5.15,15,TUE,OCT,2020,,
3,70,YUB,14.71,625,A,20,E,659,7.6,58.84,4.47,11,SAT,MAY,E,677,8.48,54.16,4.59,14,FRI,JUN,2020,,
3,70,YUB,25.822,340,O,20,E,602,8.47,52.99,4.49,12,SAT,SEP,W,726,9.53,56.76,5.41,16,FRI,JAN,2020,,
3,70,BUT,0,340,O,20,E,602,8.47,52.99,4.49,12,SAT,SEP,W,726,9.53,56.76,5.41,16,FRI,JAN,2020,,
3,70,BUT,4.06,628,B,20,W,594,7.49,58.29,4.36,12,SAT,DEC,W,718,9.55,55.23,5.27,15,FRI,NOV,2020,,
3,70,BUT,4.06,627,A,20,W,685,8.26,52.81,4.36,12,FRI,SEP,W,837,9.29,57.33,5.33,15,THU,SEP,2020,,
3,70,BUT,13.901,630,B,20,E,867,8.43,61.66,5.2,7,THU,FEB,W,949,9.84,57.83,5.69,16,FRI,SEP,2020,,
3,70,BUT,20.096,636,B,20,E,1541,11.55,54.28,6.27,7,TUE,NOV,W,1448,11.09,53.12,5.89,16,THU,NOV,2020,,
3,70,BUT,21.87,638,A,20,E,148,10.02,57.59,5.77,7,TUE,OCT,W,170,12.16,54.49,6.63,15,FRI,OCT,2020,,
3,70,BUT,21.87,637,B,20,E,476,11.83,70.31,8.32,7,WED,OCT,W,420,11.4,64.42,7.34,16,TUE,DEC,2020,,
2,70,PLU,33.026,306,B,19,W,98,11.2,71.53,8.01,11,SUN,AUG,W,78,11.2,56.93,6.38,14,WED,FEB,2020,,
2,70,PLU,43.086,287,B,19,E,385,11.24,52.6,5.91,12,THU,AUG,W,357,10.51,52.19,5.48,17,TUE,MAY,2020,,
2,70,PLU,45.245,200,O,20,W,436,8.82,68.02,6,7,THU,NOV,E,447,10.3,59.76,6.15,17,WED,OCT,2020,,
2,70,PLU,66.628,123,A,19,E,194,10,59.69,5.97,11,SUN,AUG,W,213,11.6,56.5,6.55,15,FRI,SEP,2020,,
2,70,PLU,75.96,288,B,20,W,371,11.43,53.92,6.16,12,FRI,JUN,W,385,10.75,59.51,6.39,16,THU,JUL,2020,,
2,70,PLU,81.28,207,O,20,E,266,14.1,56.36,7.95,11,SUN,JUL,E,283,13.08,64.61,8.45,14,SUN,AUG,2020,,
2,70,LAS,3.889,125,B,19,E,264,11.01,54.1,5.96,12,SUN,MAY,W,268,9.25,65.37,6.05,15,FRI,MAR,2020,,
7,71,LA,4.31,803,A,20,N,3066,6.04,72.98,4.41,6,THU,JUN,N,2992,7.36,58.48,4.3,16,TUE,JAN,2020,,
8,71,SBD,6.52,881,B,19,N,3331,6.2,61.44,3.81,8,FRI,OCT,S,3509,7.7,52.05,4.01,17,TUE,OCT,2020,,
8,71,SBD,7.983,938,B,20,N,3797,6.94,67.79,4.71,8,WED,JAN,N,3625,7.73,58.11,4.49,16,WED,JAN,2020,,
8,71,SBD,7.983,931,A,19,S,3636,6.32,66.78,4.22,9,MON,DEC,S,3636,7.69,54.85,4.22,16,FRI,OCT,2020,,
8,74,RIV,16.335,601,B,20,E,1561,8.56,54.35,4.65,11,SAT,MAY,W,1701,7.78,65.17,5.07,16,THU,NOV,2020,,
8,74,RIV,27.54,819,A,19,W,1373,6.63,75.15,4.98,7,WED,DEC,W,1447,7.47,70.28,5.25,15,FRI,DEC,2020,,
8,74,RIV,29.8,949,A,19,W,1458,8.64,53.17,4.6,7,TUE,MAR,E,1480,8.81,52.99,4.67,15,FRI,DEC,2020,,
8,74,RIV,36.928,947,A,20,E,913,8.3,52.2,4.33,11,FRI,FEB,E,1128,9.48,56.43,5.35,16,FRI,DEC,2020,,
8,74,RIV,44.74,948,A,19,W,638,7.13,60.88,4.34,7,THU,SEP,E,745,8.89,57.04,5.07,15,FRI,DEC,2020,,
8,74,RIV,59.25,817,B,20,W,227,16.72,53.79,8.99,11,SUN,JUN,E,245,14.34,67.68,9.71,13,SAT,JAN,2020,,
8,74,RIV,71.745,950,A,20,W,253,13.38,57.76,7.73,12,SUN,SEP,W,301,14.88,61.81,9.19,14,SUN,SEP,2020,,
11,75,SD,17.455,717,B,19,N,2560,11.54,94.75,10.94,6,TUE,NOV,S,1922,10.76,76.3,8.21,15,MON,APR,2020,,
11,75,SD,19.586,825,B,20,S,1337,8.41,70.7,5.95,8,THU,FEB,S,1279,8.07,70.47,5.69,17,FRI,JAN,2020,,
11,75,SD,22.261,826,B,20,S,4000,8.76,68.46,5.99,6,THU,NOV,N,4806,10.68,67.43,7.2,14,TUE,FEB,2020,,
11,76,SD,0,700,A,19,W,2452,6.98,70.18,4.9,7,WED,JAN,E,2266,7.24,62.53,4.53,16,MON,APR,2020,,
11,76,SD,6.721,827,B,20,W,1970,7.9,51.14,4.04,7,TUE,NOV,W,2498,9.7,52.8,5.12,16,FRI,OCT,2020,,
11,76,SD,6.721,828,A,20,W,2497,10.02,54.28,5.44,8,MON,NOV,E,1919,8.18,51.09,4.18,13,SUN,MAY,2020,,
11,76,SD,9.511,662,B,18,E,1919,7.88,57.7,4.55,8,FRI,MAR,E,2119,8.04,62.47,5.02,16,THU,JUN,2020,,
11,76,SD,11.925,833,B,19,E,5785,12.9,78.1,10.08,8,FRI,APR,E,4878,9.91,85.74,8.5,21,SAT,APR,2020,,
11,76,SD,17.303,830,B,19,W,2231,7.26,73.83,5.36,7,MON,OCT,W,1980,8.45,56.28,4.75,17,THU,APR,2020,,
4,77,ALA,0.098,29,A,18,S,889,6.95,75.92,5.27,7,WED,SEP,N,678,6.94,57.95,4.02,17,THU,SEP,2020,,
11,78,SD,1.498,984,A,20,W,5330,8.04,57.34,4.61,7,TUE,DEC,E,6220,8.9,60.45,5.38,15,TUE,OCT,2020,,
11,78,SD,1.498,983,B,20,W,4940,8.41,56.82,4.78,7,THU,OCT,E,5146,8.85,56.25,4.98,15,MON,DEC,2020,,
11,78,SD,4.384,971,A,20,W,9357,12.85,67.33,8.65,10,SAT,NOV,W,9757,13.74,65.66,9.02,15,FRI,NOV,2020,,
11,78,SD,10.606,986,A,20,E,5528,8.82,52.55,4.63,7,MON,NOV,W,5469,8.39,54.63,4.58,16,TUE,SEP,2020,,
11,78,SD,10.606,985,B,20,W,5504,9.03,51.09,4.61,7,WED,FEB,W,5421,7.77,58.46,4.54,15,TUE,NOV,2020,,
11,78,SD,15.486,987,A,20,E,5936,8.15,51.13,4.17,12,SAT,OCT,E,6403,7.98,56.34,4.49,17,MON,FEB,2020,,
11,78,SD,17.68,877,B,20,W,1998,4.9,80.99,3.97,5,WED,NOV,E,2631,8.53,61.23,5.22,16,FRI,OCT,2020,,
11,78,SD,19.094,878,B,19,W,829,8.26,65.28,5.39,7,WED,APR,E,796,9.33,55.47,5.18,17,FRI,JAN,2020,,
11,78,SD,22.56,837,A,20,E,890,13.18,71.43,9.41,12,SUN,DEC,W,1128,14.67,81.33,11.93,17,SAT,FEB,2020,,
11,78,SD,35.519,839,A,20,E,1148,10.3,59.73,6.15,12,SAT,DEC,E,1144,9.32,65.75,6.13,17,FRI,NOV,2020,,
11,78,SD,35.519,838,B,20,W,419,8.06,58.19,4.69,6,THU,OCT,E,472,8.7,60.75,5.29,17,MON,JAN,2020,,
11,78,SD,58.133,714,A,19,W,264,10.28,61.25,6.3,11,FRI,DEC,W,284,12.79,52.99,6.77,14,TUE,MAR,2020,,
11,78,SD,58.133,712,B,19,W,421,15.87,52.56,8.34,12,SAT,NOV,W,381,14.7,51.35,7.55,13,SAT,NOV,2020,,
11,78,IMP,13.169,965,B,20,E,162,20.26,63.78,12.92,10,MON,NOV,E,134,18.66,57.27,10.69,13,SUN,NOV,2020,,
11,78,IMP,9.203,653,A,19,W,521,7.22,79.79,5.76,8,SUN,NOV,W,503,7.44,74.74,5.56,13,SUN,OCT,2020,,
11,78,IMP,12.891,679,X,20,W,6567,64.84,96.94,62.86,6,TUE,JAN,W,6472,62.76,98.72,61.95,23,MON,FEB,2020,,
11,78,IMP,12.891,860,A,20,W,6605,54.49,98.89,53.88,1,TUE,FEB,W,6486,53.68,98.57,52.91,23,MON,FEB,2020,,
11,78,IMP,12.891,875,B,20,W,6595,67.72,96.42,65.29,6,TUE,JAN,W,6478,65.1,98.51,64.13,23,MON,FEB,2020,,
11,78,IMP,15.499,884,A,20,W,303,10.2,68.55,6.99,12,MON,JAN,W,284,9.83,66.67,6.55,16,MON,JAN,2020,,
11,78,IMP,18.651,843,A,20,W,350,12.41,81.21,10.08,11,SUN,DEC,W,294,10.39,81.44,8.46,15,SUN,OCT,2020,,
11,78,IMP,21.023,719,A,20,E,696,51.51,65.91,33.95,10,SAT,OCT,W,696,38.49,88.21,33.95,21,SAT,OCT,2020,,
11,78,IMP,80.743,844,B,19,E,209,12.56,84.62,10.63,8,SUN,NOV,E,161,11.8,69.4,8.19,16,SUN,OCT,2020,,
8,78,RIV,0,844,A,20,E,144,13.23,62.61,8.28,10,MON,NOV,E,137,11.33,69.54,7.88,13,SUN,NOV,2020,,
8,78,RIV,9.352,775,A,20,E,123,11.66,72.78,8.48,9,SUN,FEB,W,110,11.52,65.87,7.59,16,THU,OCT,2020,,
8,78,RIV,16.169,841,B,20,E,160,9.87,62.5,6.17,11,SUN,NOV,W,160,9.71,63.49,6.17,14,FRI,JAN,2020,,
11,79,SD,0.044,713,A,20,N,381,11.77,54.35,6.4,11,FRI,JUL,S,357,11.23,53.36,5.99,14,SUN,JUL,2020,,
11,79,SD,0,846,A,20,N,260,13.88,61.03,8.47,12,SAT,OCT,S,254,11.73,70.56,8.28,16,SUN,OCT,2020,,
11,79,SD,20.23,848,A,19,S,340,17.22,61.71,10.63,11,SUN,MAR,S,349,17.22,63.34,10.91,15,SUN,MAR,2020,,
11,79,SD,53.035,845,B,20,S,153,11.83,70.51,8.34,11,SAT,MAR,N,169,14.11,65.25,9.21,14,SAT,NOV,2020,,
8,79,RIV,19.16,952,B,19,S,658,8.26,59.28,4.89,7,WED,SEP,N,661,8.94,54.99,4.92,16,WED,SEP,2020,,
8,79,RIV,25.65,953,A,20,N,631,7.89,55.84,4.41,12,WED,JAN,N,681,9.16,51.95,4.76,15,FRI,FEB,2020,,
8,79,RIV,32.762,668,B,20,N,2342,7.61,68.54,5.21,6,TUE,OCT,S,2452,8.48,64.36,5.46,17,THU,JAN,2020,,
3,80,YOL,9.861,406,B,20,W,5740,6.37,62.77,4,6,THU,DEC,E,6060,7.8,54.18,4.22,15,THU,MAR,2020,,
3,80,SAC,2.554,975,B,20,E,3444,6.3,66.4,4.18,11,SAT,DEC,E,4599,8.87,62.92,5.58,15,FRI,OCT,2020,,
3,80,SAC,2.554,980,A,20,W,7454,8.56,63.5,5.44,8,TUE,MAR,W,8653,9.42,66.99,6.31,16,WED,MAR,2020,,
3,80,SAC,7.634,990,A,20,W,7096,9.13,54.79,5,7,WED,FEB,E,7455,9.52,55.17,5.25,16,FRI,JAN,2020,,
3,80,SAC,12.476,444,B,20,W,10031,7.33,59.57,4.36,7,WED,JAN,E,9859,7.9,54.31,4.29,15,FRI,JAN,2020,,
3,80,PLA,7.421,451,A,20,E,4385,8.37,60.41,5.06,11,SAT,JUN,E,4711,9.17,59.29,5.43,15,FRI,JAN,2020,,
3,80,PLA,15.62,455,A,20,E,4337,10.32,50.58,5.22,12,THU,DEC,E,4524,10.04,54.21,5.44,16,FRI,FEB,2020,,
3,80,PLA,17.541,454,A,20,W,3663,9.06,63.69,5.77,10,MON,JAN,E,3877,10.05,60.78,6.11,15,FRI,SEP,2020,,
3,80,PLA,21.128,457,A,20,W,2716,9.4,55.46,5.21,11,TUE,NOV,W,3276,9.56,65.78,6.29,14,SAT,NOV,2020,,
3,80,PLA,23.429,458,O,20,W,3129,10.4,67.87,7.06,10,MON,FEB,W,3142,11.27,62.89,7.08,14,SUN,JUL,2020,,
3,80,PLA,26.209,325,A,20,W,2968,11.56,65.1,7.52,12,SUN,AUG,W,3165,13.02,61.62,8.02,13,SUN,AUG,2020,,
3,80,PLA,33.131,461,A,20,W,2556,13.88,62.68,8.7,12,SUN,AUG,W,2702,12.71,72.36,9.2,15,SUN,MAR,2020,,
3,80,PLA,33.131,460,B,20,W,2547,15.65,53.87,8.43,12,WED,JAN,W,2609,12.93,66.81,8.64,13,SUN,SEP,2020,,
3,80,PLA,43.167,459,A,18,W,2654,12.25,71.98,8.82,11,SUN,OCT,W,2708,13.77,65.38,9,13,SUN,AUG,2020,,
3,80,PLA,69.229,753,A,20,W,2636,13.29,76.32,10.14,10,SUN,FEB,W,2535,15.31,63.68,9.75,14,MON,FEB,2020,,
3,80,PLA,69.229,752,B,20,W,2674,16.16,63.34,10.23,12,SUN,JUL,W,2567,13.18,74.56,9.82,14,SUN,MAR,2020,,
3,80,NEV,2.476,757,A,20,W,2717,12.2,63.32,7.72,11,SUN,AUG,W,2537,11.74,61.41,7.21,15,SUN,AUG,2020,,
3,80,NEV,2.476,756,B,20,W,2717,16.98,63.32,10.75,11,SUN,AUG,W,2503,14.52,68.22,9.9,13,SUN,SEP,2020,,
3,80,NEV,5.066,755,A,19,W,2844,12.81,74.28,9.52,12,SUN,FEB,E,2571,13.82,62.27,8.6,15,WED,JAN,2020,,
3,80,NEV,5.066,754,B,20,W,2846,14.32,62.47,8.95,12,SUN,AUG,W,2556,13.5,59.5,8.03,13,SUN,JUL,2020,,
